method,n,end2end_ms_mean,end2end_ms_median,end2end_ms_std,seg_only_ms_mean,fps
A_box,400,16.37709500735582,14.98756149885594,7.611058805708912,6.823961309964943,61.06089019761118
B_seg,400,10.082800697400671,9.503043500444619,2.22203282179925,10.082800697400671,99.17879267987497
SAM_edgesam,400,35.17885097016915,34.455972505384125,9.932658792535614,8.742536445261067,28.42617005450169
SAM_efficientvit-t,400,99.25520454229627,101.88478849886451,21.90953357394392,9.623385545037308,10.075038428577955
