uid,dataset,otsu_iou,otsu+ref_iou,box_iou,box+ref_iou,mvp_iou,mvp+ref_iou
busi_42f20b000b,busi,0.8132885849016526,0.8488346953776971,0.676851912176689,0.834325933946941,0.8132885849016526,0.8488346953776971
busi_e236c55059,busi,0.7676518001074691,0.7489181949309706,0.5889632627646326,0.7545768385814415,0.7676518001074691,0.7489181949309706
busi_5297c4215c,busi,0.8104278442701884,0.7315926454537822,0.7994001772203667,0.7259550938337802,0.7994001772203667,0.7259550938337802
busi_b5c3b1d7df,busi,0.7920893797354566,0.8683577115349009,0.7076502732240437,0.880004950801411,0.7920893797354566,0.8683577115349009
busi_16e7d3f1d9,busi,0.7967811981095926,0.8478033927794694,0.7438683530151632,0.7743151451817571,0.7967811981095926,0.8478033927794694
busi_6b1c7c6449,busi,0.8028169014084507,0.7859543605165399,0.6057462090981645,0.779007563180225,0.8028169014084507,0.7859543605165399
busi_b83f3d49c5,busi,0.7774687065368567,0.8398138006571741,0.7113830019663535,0.8541577825159915,0.7774687065368567,0.8398138006571741
busi_929cf0f851,busi,0.6458200382897256,0.8512544802867383,0.6204968944099379,0.8563685636856369,0.8563685636856369,0.8563685636856369
busi_cb24e22b98,busi,0.7328543435662965,0.8554612118873022,0.7296951268304394,0.8568885372366729,0.7328543435662965,0.8554612118873022
busi_034a4514ed,busi,0.7476163542340013,0.9066800646598803,0.733213787607093,0.8937451935401179,0.7476163542340013,0.9066800646598803
busi_1541b9855b,busi,0.7379294687452702,0.7885455427924284,0.7114146854065414,0.8069948186528497,0.8069948186528497,0.8069948186528497
busi_7142c7617d,busi,0.6786871961102107,0.7789732554565016,0.6280181687783887,0.7794680636711666,0.7789732554565016,0.7789732554565016
busi_328c7cf02a,busi,0.8110502918317356,0.8565252910341071,0.7102948784273151,0.8377555061382399,0.8110502918317356,0.8565252910341071
busi_884f21854c,busi,0.7742350770287088,0.8723431596802796,0.7728420421962597,0.8788087934560327,0.7728420421962597,0.8788087934560327
