uid,dataset,dice,iou,hd95,assd,bf1,area_err
busi_c4322390d6,busi,0.9480888429752066,0.9013012521482936,5.89011873164945,1.5026467441117006,0.7852589641434262,0.029516539440203562
busi_a3108459ab,busi,0.9253218884120171,0.8610223642172524,3.605551275463989,1.812559454628653,0.5832782679675049,0.03126320236586396
busi_6ca345f4b1,busi,0.8687560581583199,0.7679652690506112,11.0,4.969105604484637,0.19279398178698695,0.045334390695215436
busi_9460d57994,busi,0.9456938033978199,0.8969821162444114,5.0,1.7114146207929606,0.6865560782371873,0.07604485219164119
busi_bd7080a2a6,busi,0.9426638176638177,0.891545975075783,5.0,1.9155001457530214,0.609616485403549,0.016248675379724478
busi_479bc9d958,busi,0.6811498038059194,0.5164724589430794,111.28428923291364,41.05689992596618,0.010919017288444039,0.19084105224157094
busi_5f2389aed3,busi,0.9448161491393606,0.8954042922176458,6.324555320336759,2.522780477677731,0.48536585365853663,0.028183716075156576
busi_7432afad2c,busi,0.9508642243722144,0.9063309501606052,5.0,2.1110628568115444,0.6378795986131777,0.033377541998231654
busi_98197bf517,busi,0.0,0.0,,,0.0,
busi_4e9b7d897c,busi,0.9218943714356559,0.8551057957681693,3.1622776601683795,1.671076393445984,0.6869956437906163,0.04223300970873786
busi_881775a5f8,busi,0.0,0.0,,,0.0,
busi_11c694f20f,busi,0.8118499842420422,0.683289124668435,10.355512890306802,3.6285670354761077,0.5166017861231966,0.27292263610315187
busi_dcf573aebc,busi,0.974389841368464,0.9500586876680172,5.0,1.9030723558683857,0.6175140521018303,0.006975294209336762
busi_25d8683937,busi,0.9172515097111147,0.8471510400964727,4.3229640308773805,2.268766068345515,0.47905213917437767,0.16501766784452296
busi_a2e0eb1c41,busi,0.8124057721300884,0.6840768951759159,9.0,4.636671447422035,0.2563642882753675,0.45661375661375664
busi_0d51c07bd5,busi,0.8654954420034229,0.7628840588633705,59.049999999999955,8.068154458178974,0.4785754143841807,0.12440222731739273
busi_3aa2ecd082,busi,0.9555817610062893,0.9149416635302974,7.0710678118654755,3.3692648745954323,0.3694316495313089,0.04180803327131444
busi_f89428ed30,busi,0.9702977761025254,0.9423091002269566,4.242640687119285,1.5387147493292574,0.7455387531773728,0.011840527577937649
busi_42f20b000b,busi,0.95399884593191,0.912043779513659,5.0,2.705333053794342,0.40308412229867807,0.08513812686495331
busi_e236c55059,busi,0.908851884312007,0.8329317269076305,7.810249675906654,3.669016529390942,0.2785340314136126,0.08374641273154187
busi_d07111ff97,busi,0.0,0.0,,,0.0,
busi_5297c4215c,busi,0.9210076670317634,0.8535812895890856,10.198039027185569,3.6642022511033563,0.39946837710554445,0.08096519253405078
busi_b5c3b1d7df,busi,0.9601316111869509,0.923320317759526,6.324555320336759,2.0921811306629077,0.655232758675416,0.011761430858097293
busi_16e7d3f1d9,busi,0.0,0.0,,,0.0,
busi_f0ca639c01,busi,0.0,0.0,,,0.0,
busi_22c13c0f43,busi,0.0,0.0,,,0.0,
busi_6b1c7c6449,busi,0.9106887390149193,0.8360225140712946,5.0,2.5004636396926783,0.4701703591496221,0.14888010540184454
busi_b83f3d49c5,busi,0.9440224205324876,0.8939796060902361,5.643269777374468,2.3019253321324196,0.5210192935824705,0.045715147857573926
busi_929cf0f851,busi,0.9178393100317749,0.8481543624161074,3.0,1.2506419013783843,0.7922202965530522,0.17472852912142153
busi_b0824ba0e4,busi,0.0,0.0,,,0.0,
busi_cb24e22b98,busi,0.9554682383759004,0.9147335423197492,4.242640687119285,1.919745587223886,0.6514135820460507,0.002841840638321128
busi_034a4514ed,busi,0.9588521444191548,0.9209567491105491,7.615773105863909,3.0161377697049727,0.47669746886299724,0.024576462615766886
busi_1541b9855b,busi,0.8469271709957694,0.7344958182105097,23.013037319865603,7.416356573313929,0.27983867153984904,0.1811186496773126
busi_7142c7617d,busi,0.9583486914854404,0.9200283085633404,4.0,1.5875133125236467,0.6850504966543368,0.06155015197568389
busi_5ea67a72a7,busi,0.0,0.0,,,0.0,
busi_328c7cf02a,busi,0.9541456508273604,0.9123121700284283,8.0,3.339610841629434,0.38947379854166814,0.05017960161097203
busi_884f21854c,busi,0.9611666483576843,0.9252366097393327,13.0,3.494998261996951,0.5370380023979566,0.04157590426247142
busi_702d535cb8,busi,0.9679337270601293,0.9378600506951379,4.123105625617661,1.6217893648996204,0.6946509883883365,0.027597529512938784
busi_7ad36ab93e,busi,0.8097291321171918,0.6802898012260821,20.054891133597184,6.037882724150115,0.29161615671822727,0.45387954422137816
busi_fb599a827f,busi,0.9560325754366145,0.9157685890787753,7.0,3.226400828840127,0.36042944785276065,0.00282845424975251
busi_26b35ce6c2,busi,0.9073064340239912,0.8303393213572854,3.0,1.6345089930515297,0.6238774931468002,0.0558303886925795
busi_4058304b16,busi,0.9347408829174664,0.8774774774774775,4.0,1.4440545936463889,0.7731894063009916,0.01352657004830918
busi_dc9eed528c,busi,0.9507812172747455,0.9061801341424465,5.0,2.1680826713520798,0.5791214501269061,0.017192691029900332
busi_15283493c7,busi,0.8368917576961271,0.7195304162219851,41.95584718797486,12.793166849871417,0.11703055224988512,0.06595886546648203
busi_de9fa69171,busi,0.8980858372387021,0.8150234088907431,31.0,9.359922796293313,0.2904644663177402,0.028622495216997283
busi_1af81235cf,busi,0.9470132962889463,0.8993592159819073,5.385164807134504,2.407280629693571,0.4957278593207119,0.03822428961472343
