size,method,n,dice,dice_std,iou,hd95,assd,bf1,area_err,fail,det_tp,det_fp,det_fn,det_precision,det_recall,det_f1
512,A_box,120,0.7781437481907761,0.29120528224142506,0.7008370908375061,18.537592541360176,6.92721594259365,0.3002663026732527,0.14002724721586213,0.11666666666666667,108,25,12,0.8120300751879699,0.9,0.8537549407114624
512,B_seg,120,0.7797660868233748,0.3119129430618379,0.7129004399031754,18.509783819980846,5.752678919749892,0.35649888065195656,0.1196911975210268,0.13333333333333333,108,25,12,0.8120300751879699,0.9,0.8537549407114624
512,SAM_edgesam,120,0.7709520187253783,0.3091137287557426,0.6988492655723403,16.77428839919009,6.124746739604688,0.3149385180955669,0.13504477112271818,0.13333333333333333,108,25,12,0.8120300751879699,0.9,0.8537549407114624
256,A_box,120,0.5761308712890113,0.42068224929741194,0.5164525443515867,22.60927892761097,8.590066524610053,0.193340261129835,0.1627656381732118,0.3416666666666667,90,17,30,0.8411214953271028,0.75,0.7929515418502203
256,B_seg,120,0.6277779836490875,0.4076354258674618,0.5671598940504635,21.22730246929521,6.631195793621234,0.2315972243621613,0.16723655860558628,0.2916666666666667,90,17,30,0.8411214953271028,0.75,0.7929515418502203
256,SAM_edgesam,120,0.5785045655286306,0.42251825914653496,0.5204453754210204,22.24793210764195,8.245718485376543,0.20983773285841512,0.17696009307831162,0.3416666666666667,90,17,30,0.8411214953271028,0.75,0.7929515418502203
