uid,dataset,dice,iou,hd95,assd,bf1,area_err
busi_c4322390d6,busi,0.9042651831247103,0.8252591495663212,8.593577038783863,3.0312516462059667,0.4955300694336609,0.19541984732824427
busi_a3108459ab,busi,0.9187795444778685,0.8497615262321144,4.0,1.956407118460358,0.5159817351598173,0.03379805661174482
busi_6ca345f4b1,busi,0.9016072128577028,0.820842255531763,7.431158336743021,3.8580305527276364,0.30047318611987384,0.022997620935765267
busi_9460d57994,busi,0.8958098555475873,0.8112822416032659,10.0,3.369076364939278,0.4618852736578334,0.00998980632008155
busi_bd7080a2a6,busi,0.8260102000784622,0.7035923141186299,18.18640479931573,5.7608023905106105,0.26495726495726496,0.199222889438361
busi_479bc9d958,busi,0.0,0.0,,,0.0,
busi_5f2389aed3,busi,0.9423403738771546,0.890967519798003,6.0,2.5677808430486078,0.517590548396114,0.08907446068197634
busi_7432afad2c,busi,0.9347198780421409,0.877440457937238,7.0710678118654755,2.897660737551959,0.437345843694315,0.02995137046861185
busi_98197bf517,busi,0.9402772840383932,0.8872861455887286,4.242640687119285,1.6130591432522308,0.7335845200842965,0.007851534618129907
busi_4e9b7d897c,busi,0.941290166706934,0.8890917389319946,4.123105625617661,1.3140558189753748,0.7774800506463297,0.009223300970873786
busi_881775a5f8,busi,0.0,0.0,,,0.0,
busi_11c694f20f,busi,0.8181818181818182,0.6923076923076923,7.0,3.458919599698133,0.2978362324989393,0.19054441260744986
busi_dcf573aebc,busi,0.9738699444885012,0.9490706750647243,5.656854249492381,2.0279306470285956,0.6400514031141056,0.034447821681864235
busi_25d8683937,busi,0.895045116352699,0.810028653295129,5.0,2.9067144405442327,0.2778114830952512,0.23215547703180212
busi_a2e0eb1c41,busi,0.8562358276643991,0.7486122125297383,8.602325267042627,3.4121007787335835,0.3230769230769231,0.3333333333333333
busi_0d51c07bd5,busi,0.8439445069366329,0.730020757654385,67.02088687799983,9.186341482128737,0.5242625033356009,0.2528660334097609
busi_3aa2ecd082,busi,0.947522181346029,0.9002775778760153,10.0,3.877905885872316,0.33924107519029295,0.02298347378789537
busi_f89428ed30,busi,0.9126588021778584,0.839349050698936,11.40175425099138,4.553714722614506,0.2765406744403924,0.017985611510791366
busi_42f20b000b,busi,0.940005659843411,0.886802527364955,7.615773105863909,3.384260039078663,0.371333133058652,0.04081239772836654
busi_e236c55059,busi,0.8442247849167124,0.7304402914159012,15.556349186104045,6.869163628259147,0.17907567293042156,0.13788155491781895
busi_d07111ff97,busi,0.0,0.0,,,0.0,
busi_5297c4215c,busi,0.9044938719927372,0.8256401756857545,12.336764624629117,4.483744438747055,0.3398599874414236,0.1478056162771145
busi_b5c3b1d7df,busi,0.9183895538628944,0.8490945674044266,12.806248474865697,4.260465481646213,0.4265156170398265,0.11058528777228756
busi_16e7d3f1d9,busi,0.9253453582420729,0.8610630078593313,12.723981490323624,4.951741118417884,0.30623558514505067,0.0740281224152192
busi_f0ca639c01,busi,0.0,0.0,,,0.0,
busi_22c13c0f43,busi,0.0,0.0,,,0.0,
busi_6b1c7c6449,busi,0.9348368209910007,0.8776465798045603,4.018465843842646,1.5829325919459987,0.7313383755343638,0.025252525252525252
busi_b83f3d49c5,busi,0.9242791279206064,0.8592183640854278,6.0,2.9638562344746866,0.3941130591067856,0.06925165962582981
busi_929cf0f851,busi,0.9345794392523364,0.8771929824561403,2.8284271247461903,0.8999881809348846,0.9152269987946966,0.006910167818361303
busi_b0824ba0e4,busi,0.0,0.0,,,0.0,
busi_cb24e22b98,busi,0.9367345847371518,0.8809978875364651,8.0,2.6634362215890386,0.5623444800661472,0.04382992676795278
busi_034a4514ed,busi,0.9472518531911047,0.8997896183075007,12.806248474865697,3.759250316253958,0.4077977370682279,0.0009939010616670432
