method,n,end2end_ms_mean,end2end_ms_median,end2end_ms_std,seg_only_ms_mean,fps
A_box,660,15.953543749977447,14.971926000725944,6.347213802632387,6.8414057666262975,62.68199816115549
B_seg,660,10.322433599988775,9.916405000694795,2.0827895973651196,10.322433599988775,96.8763800041385
SAM_edgesam,660,35.75947534078626,35.35551649838453,9.030621990116325,8.816235442524581,27.964616104404303
SAM_efficientvit-t,660,99.70548936532093,101.74927050684346,19.37599904710903,9.66490996983008,10.029538056184649
