method,n_x,dice,dice_std,iou,hd95,assd,bf1,area_err,fail,n_y,end2end_ms_mean,end2end_ms_median,end2end_ms_std,seg_only_ms_mean,fps
A_box,202,0.7632490393233,0.30059007754971845,0.6841516265398934,16.298673550797496,6.122953275070666,0.31315771345314486,0.1561847865998921,0.12871287128712872,400,17.0772976051785,15.74815037110966,7.857816255784363,7.263284267523886,58.55727429009383
A_otsu,201,0.6575594113241161,0.37433496003033584,0.5837203682929222,18.745869813075963,6.283120250086604,0.27885919231296175,0.1559443178292793,0.23880597014925373,400,17.0772976051785,15.74815037110966,7.857816255784363,7.263284267523886,58.55727429009383
A_otsu_fb,201,0.6575594113241161,0.37433496003033584,0.5837203682929222,18.745869813075963,6.283120250086604,0.27885919231296175,0.1559443178292793,0.23880597014925373,400,17.0772976051785,15.74815037110966,7.857816255784363,7.263284267523886,58.55727429009383
A_select,201,0.6919051202947272,0.35621218628123646,0.6166200038313784,17.69382681692371,6.070226057616382,0.29173243109473107,0.15231553525608338,0.20398009950248755,400,17.0772976051785,15.74815037110966,7.857816255784363,7.263284267523886,58.55727429009383
B_seg,202,0.7735371935087839,0.3108751868098581,0.7040180091268325,15.931555926165787,5.095914631155451,0.385002519836198,0.1453964214481503,0.13366336633663367,400,10.69615068492567,10.108017500897404,2.642057917118232,10.69615068492567,93.4915774334895
SAM_edgesam,202,0.7647847760348544,0.30772714801572026,0.6899133189734452,15.462254985043643,5.541253832114277,0.34448985381727615,0.15713055881520652,0.13366336633663367,400,35.61123004012188,35.130411000864115,10.059350619758225,8.893536319937994,28.081029463833072
SAM_efficientvit-t,202,0.7682389542098851,0.3080359356579797,0.6947159234489217,16.82643084606308,5.370636989641348,0.36481701047973353,0.15131509929194634,0.13366336633663367,400,99.695835795319,102.1373469993705,21.983693067122548,9.86112137004966,10.03050921859018
