tag,name,n,dice,dice_std,iou,hd95,assd,bf1,area_err,fail
v3_baseline,主结果基线 A-box (refiner_v3),323,0.8027829208022872,0.25082199057520127,0.7194305784324441,14.326566458261848,5.394804915422257,0.35867708336743065,0.15613203714536197,0.08359133126934984
ctrl,对照: 无框增强 (box_init_prob=0.25),323,0.798533614387978,0.25807097698583065,0.715918039473553,13.969290708934341,5.21617659655653,0.362802832642118,0.1539535050060402,0.08978328173374613
C1C2,C1+C2: 边独立抖动 + 宽高缩放/平移,323,0.7957056178700482,0.26187148523035636,0.7134093044484832,14.133322506954935,5.283781251150879,0.3629598463200229,0.15362257332346138,0.09287925696594428
p50_aug,box_init_prob=0.5 + 全部形状增强,323,0.7932560151564141,0.2615004140470097,0.7097445120846667,14.475070054916474,5.407872595531591,0.3499733628555281,0.16736669612003297,0.09287925696594428
C1C2C3C4,C1+C2+C3+C4: 全部形状增强,323,0.7897582097250245,0.26873342642866027,0.7075656854911114,14.264252697705592,5.291685836652062,0.35359871494960643,0.15746950837478732,0.09907120743034056
C3C4,C3+C4: 内部内缩 + 角点抖动,323,0.7868542004647003,0.272319289326306,0.7049358616714728,14.284026006525403,5.292750734253694,0.3545743045527734,0.1579975806929835,0.1021671826625387
