uid,dataset,rough_box_dice,rough_otsu_dice,cover_otsu,cover_box,ref_box_dice,ref_otsu_dice
busi_a262591d26,busi,0.8639571139434385,0.9416488569393174,0.904116403432409,0.9820917796293993,0.9545176671964788,0.9564634146341463
busi_b7e3e20601,busi,0.8608548462854155,0.9608401457395671,0.9649072460797377,0.9955724095521165,0.9557803796748892,0.9734349494172324
busi_1e01f78c06,busi,0.7689016589417168,0.8298975721767847,0.8014251544747857,0.9134442894159857,0.8565112117064955,0.8310559947465461
busi_c9ddf3ff26,busi,0.857527633972296,0.8170429212848127,0.7726399968328748,0.970525940735169,0.9396539540893581,0.8967786412634745
busi_086f5ac9a7,busi,0.6710462254650225,0.6298432802512905,0.4634010334700554,0.6234030161464207,0.6698262734251174,0.6266753567966844
busi_55fa62f005,busi,0.8499570604833763,0.7499112441040726,0.6000324648973298,0.8434380326272218,0.846278242387839,0.8131868131868132
busi_f8c677f4cb,busi,0.9043756145526057,0.8297111416781293,0.7334630350194552,0.8946984435797666,0.8435699226985243,0.8338060124787294
busi_93193f654b,busi,0.8425636953941213,0.873553348408087,0.7885589278947187,0.9231060736555621,0.8922524558493867,0.9009085773031648
busi_7dcb196d66,busi,0.8430771517211911,0.8696268253496835,0.8833929454185931,0.9897496292419088,0.908635336266361,0.9082369839441387
busi_9289e3083c,busi,0.8233624011356723,0.6945736434108527,0.5358851674641149,0.8446016226336592,0.8061561011359473,0.7781625842201373
busi_6ecd547c0d,busi,0.7612732398224129,0.7824788902291918,0.7761127063890882,0.9975771715721464,0.876169510181618,0.8766680648117942
busi_a3204ccbe7,busi,0.7130265726725427,0.7754709605164453,0.7918266948603979,0.9416993915332499,0.8511093117408907,0.8580569119380367
busi_e760baac79,busi,0.7971621142249025,0.8834630176191753,0.8506717189114709,0.9676197037547365,0.888339222614841,0.8675247351370283
busi_d7a8d6043b,busi,0.6276738711748342,0.6290555155010815,0.9994817804931267,1.0,0.8102714667461838,0.8101776594150267
busi_1b904e1d39,busi,0.6084664220909031,0.8277874630485864,0.7885767925481985,1.0,0.7873311317922546,0.838673285198556
busi_0cc200cd76,busi,0.5874310829338494,0.5363697980208757,0.6492943879225468,0.9913357400722022,0.6709281279354824,0.736468261104118
busi_bad20acd54,busi,0.8022738896101341,0.8369734583388353,0.7569504155918602,0.9741568739849049,0.8846770810197182,0.9087674714104194
busi_1cd1fff51b,busi,0.6591290974852618,0.7047856310523567,0.7416490486257928,0.9786046511627907,0.8307578497451915,0.8236478595304256
