method,uid,dataset,match_iou,n_gt,n_pred,dice,iou,hd95,assd,bf1,area_err,n_miss,n_fp
SAM_efficientvit-t__detstats,busi_21ebb876bc,busi,,1,1,,,,,,,1.0,1.0
A_box,busi_7a078fba05,busi,0.7486955523490906,1,1,0.8562903541381335,0.7486955777948849,15.524174696260024,6.326166280298342,0.2673848020692518,0.3035492957746479,,
A_box__detstats,busi_7a078fba05,busi,,1,1,,,,,,,0.0,0.0
B_seg,busi_7a078fba05,busi,0.7599760293960571,1,1,0.8636208825962146,0.7599760232916596,11.0,5.817237430078132,0.12810520078399198,0.31583098591549297,,
B_seg__detstats,busi_7a078fba05,busi,,1,1,,,,,,,0.0,0.0
SAM_edgesam,busi_7a078fba05,busi,0.8650546073913574,1,1,0.9276453366792137,0.8650546021840874,10.0,3.069652661149325,0.5892621664050235,0.15526760563380282,,
SAM_edgesam__detstats,busi_7a078fba05,busi,,1,1,,,,,,,0.0,0.0
SAM_efficientvit-t,busi_7a078fba05,busi,0.0,1,1,0.0,0.0,,,0.0,,,
SAM_efficientvit-t__detstats,busi_7a078fba05,busi,,1,1,,,,,,,1.0,1.0
A_box,busi_a262591d26,busi,0.9129926562309265,1,2,0.9545176671964788,0.9129926324406502,7.810249675906654,2.0978515267194506,0.6568939643497675,0.034324089043651286,,
A_box__detstats,busi_a262591d26,busi,,1,2,,,,,,,0.0,1.0
B_seg,busi_a262591d26,busi,0.8944488763809204,1,1,0.9442839951865223,0.8944488772369771,6.4031242374328485,2.5735155973207027,0.5904639739699028,0.06690710110682752,,
B_seg__detstats,busi_a262591d26,busi,,1,1,,,,,,,0.0,0.0
SAM_edgesam,busi_a262591d26,busi,0.8701329827308655,1,2,0.9305573516099832,0.8701330108827086,6.708203932499369,3.1115518774056152,0.31924425794157596,0.07660738714090287,,
SAM_edgesam__detstats,busi_a262591d26,busi,,1,2,,,,,,,0.0,1.0
SAM_efficientvit-t,busi_a262591d26,busi,0.0,1,2,0.0,0.0,,,0.0,,,
SAM_efficientvit-t__detstats,busi_a262591d26,busi,,1,2,,,,,,,1.0,2.0
A_box,busi_b7e3e20601,busi,0.9153059124946594,1,1,0.9557803796748892,0.9153059002830394,13.897835632609945,5.073715211621202,0.29582886350728843,0.016459977452085682,,
A_box__detstats,busi_b7e3e20601,busi,,1,1,,,,,,,0.0,0.0
B_seg,busi_b7e3e20601,busi,0.9583975076675415,1,1,0.978756884343037,0.9583975346687211,6.4031242374328485,2.3420928000264425,0.5611070032745326,0.00608793686583991,,
B_seg__detstats,busi_b7e3e20601,busi,,1,1,,,,,,,0.0,0.0
SAM_edgesam,busi_b7e3e20601,busi,0.870468020439148,1,1,0.9307488796501269,0.8704679957179503,17.46424919657298,7.884685664481153,0.11217641418983701,0.10177308598954597,,
SAM_edgesam__detstats,busi_b7e3e20601,busi,,1,1,,,,,,,0.0,0.0
SAM_efficientvit-t,busi_b7e3e20601,busi,0.0,1,1,0.0,0.0,,,0.0,,,
SAM_efficientvit-t__detstats,busi_b7e3e20601,busi,,1,1,,,,,,,1.0,1.0
A_box,busi_1e01f78c06,busi,0.7490333318710327,1,1,0.8565112117064955,0.7490333271957282,37.84147051431423,8.970617079215035,0.2471504730323438,0.10663743272872235,,
A_box__detstats,busi_1e01f78c06,busi,,1,1,,,,,,,0.0,0.0
B_seg,busi_1e01f78c06,busi,0.7789230942726135,1,1,0.8757243021563699,0.778923091405441,21.0,6.627106499646981,0.3295695213684476,0.11665337851305561,,
B_seg__detstats,busi_1e01f78c06,busi,,1,1,,,,,,,0.0,0.0
SAM_edgesam,busi_1e01f78c06,busi,0.8215394616127014,1,1,0.90202763786646,0.8215394749223676,21.099752959263387,5.782858602679486,0.4183849722835248,0.0708092485549133,,
SAM_edgesam__detstats,busi_1e01f78c06,busi,,1,1,,,,,,,0.0,0.0
SAM_efficientvit-t,busi_1e01f78c06,busi,0.0,1,1,0.0,0.0,,,0.0,,,
SAM_efficientvit-t__detstats,busi_1e01f78c06,busi,,1,1,,,,,,,1.0,1.0
A_box,busi_a0d580339e,busi,0.0,1,0,0.0,0.0,,,0.0,,,
A_box__detstats,busi_a0d580339e,busi,,1,0,,,,,,,1.0,0.0
B_seg,busi_a0d580339e,busi,0.7615253925323486,1,1,0.8646204095305892,0.7615254112266726,24.203304148035457,6.764755015981711,0.20349605234862214,0.0694107452339688,,
B_seg__detstats,busi_a0d580339e,busi,,1,1,,,,,,,0.0,0.0
SAM_edgesam,busi_a0d580339e,busi,0.0,1,0,0.0,0.0,,,0.0,,,
SAM_edgesam__detstats,busi_a0d580339e,busi,,1,0,,,,,,,1.0,0.0
SAM_efficientvit-t,busi_a0d580339e,busi,0.0,1,0,0.0,0.0,,,0.0,,,
SAM_efficientvit-t__detstats,busi_a0d580339e,busi,,1,0,,,,,,,1.0,0.0
A_box,busi_c9ddf3ff26,busi,0.8861767053604126,1,1,0.9396539540893581,0.8861766945925362,14.317821063276353,6.432601246404732,0.2419134798102843,0.03911399671410756,,
A_box__detstats,busi_c9ddf3ff26,busi,,1,1,,,,,,,0.0,0.0
B_seg,busi_c9ddf3ff26,busi,0.8800995349884033,1,1,0.9362265312403817,0.8800995312771251,23.380525678727462,7.2234206807481085,0.28401859004209234,0.07062689285219423,,
B_seg__detstats,busi_c9ddf3ff26,busi,,1,1,,,,,,,0.0,0.0
SAM_edgesam,busi_c9ddf3ff26,busi,0.0,1,1,0.0,0.0,,,0.0,,,
SAM_edgesam__detstats,busi_c9ddf3ff26,busi,,1,1,,,,,,,1.0,1.0
SAM_efficientvit-t,busi_c9ddf3ff26,busi,0.0,1,1,0.0,0.0,,,0.0,,,
SAM_efficientvit-t__detstats,busi_c9ddf3ff26,busi,,1,1,,,,,,,1.0,1.0
A_box,busi_086f5ac9a7,busi,0.5035629868507385,1,1,0.6698262734251174,0.5035630008644658,111.58221767809029,41.16738188380076,0.03706397306397306,0.4050855648768882,,
A_box__detstats,busi_086f5ac9a7,busi,,1,1,,,,,,,0.0,0.0
B_seg,busi_086f5ac9a7,busi,0.7766866683959961,1,2,0.8743091003413669,0.7766866558186639,67.87188299741311,19.118212278550672,0.13264646286238552,0.0651928772351578,,
B_seg__detstats,busi_086f5ac9a7,busi,,1,2,,,,,,,0.0,1.0
SAM_edgesam,busi_086f5ac9a7,busi,0.0,1,1,0.0,0.0,,,0.0,,,
SAM_edgesam__detstats,busi_086f5ac9a7,busi,,1,1,,,,,,,1.0,1.0
SAM_efficientvit-t,busi_086f5ac9a7,busi,0.0,1,1,0.0,0.0,,,0.0,,,
SAM_efficientvit-t__detstats,busi_086f5ac9a7,busi,,1,1,,,,,,,1.0,1.0
A_box,busi_55fa62f005,busi,0.7335202097892761,1,1,0.846278242387839,0.733520224269123,19.161020201586712,7.252970512111148,0.2135451991086135,0.24340556772989205,,
A_box__detstats,busi_55fa62f005,busi,,1,1,,,,,,,0.0,0.0
B_seg,busi_55fa62f005,busi,0.732663631439209,1,1,0.8457078735739667,0.7326636422553467,18.21162697096761,7.194134373170748,0.2021823180685626,0.2641019397776155,,
B_seg__detstats,busi_55fa62f005,busi,,1,1,,,,,,,0.0,0.0
SAM_edgesam,busi_55fa62f005,busi,0.6948288679122925,1,1,0.8199398366996132,0.6948288419519301,22.649492547739396,8.168010232960349,0.2155131747422333,0.3002191380569759,,
SAM_edgesam__detstats,busi_55fa62f005,busi,,1,1,,,,,,,0.0,0.0
SAM_efficientvit-t,busi_55fa62f005,busi,0.0,1,1,0.0,0.0,,,0.0,,,
SAM_efficientvit-t__detstats,busi_55fa62f005,busi,,1,1,,,,,,,1.0,1.0
A_box,busi_f8c677f4cb,busi,0.7294603586196899,1,1,0.8435699226985243,0.7294603791929996,10.816653826391969,4.685828185547955,0.15384615384615383,0.2696984435797665,,
A_box__detstats,busi_f8c677f4cb,busi,,1,1,,,,,,,0.0,0.0
B_seg,busi_f8c677f4cb,busi,0.8108237385749817,1,1,0.8955302829939169,0.810823754789272,8.764151235892408,3.250075956764502,0.41855826764175136,0.1609922178988327,,
B_seg__detstats,busi_f8c677f4cb,busi,,1,1,,,,,,,0.0,0.0
SAM_edgesam,busi_f8c677f4cb,busi,0.5159251093864441,1,1,0.6806736166800321,0.5159251154874788,25.059928172283335,10.147814078828734,0.08483708201488072,0.48370622568093385,,
SAM_edgesam__detstats,busi_f8c677f4cb,busi,,1,1,,,,,,,0.0,0.0
SAM_efficientvit-t,busi_f8c677f4cb,busi,0.0,1,1,0.0,0.0,,,0.0,,,
SAM_efficientvit-t__detstats,busi_f8c677f4cb,busi,,1,1,,,,,,,1.0,1.0
A_box,busi_60618b0cf0,busi,0.0,1,0,0.0,0.0,,,0.0,,,
A_box__detstats,busi_60618b0cf0,busi,,1,0,,,,,,,1.0,0.0
B_seg,busi_60618b0cf0,busi,0.7192129492759705,1,2,0.836676962156857,0.7192129227562591,62.433783874223494,15.234908628967766,0.17890198218099795,0.019646709030490293,,
B_seg__detstats,busi_60618b0cf0,busi,,1,2,,,,,,,0.0,1.0
SAM_edgesam,busi_60618b0cf0,busi,0.0,1,0,0.0,0.0,,,0.0,,,
SAM_edgesam__detstats,busi_60618b0cf0,busi,,1,0,,,,,,,1.0,0.0
SAM_efficientvit-t,busi_60618b0cf0,busi,0.0,1,0,0.0,0.0,,,0.0,,,
SAM_efficientvit-t__detstats,busi_60618b0cf0,busi,,1,0,,,,,,,1.0,0.0
A_box,busi_93193f654b,busi,0.8054655194282532,1,1,0.8922524558493867,0.8054655237656505,38.3275357934736,12.328135276731429,0.15802800573537937,0.10972542804974679,,
A_box__detstats,busi_93193f654b,busi,,1,1,,,,,,,0.0,0.0
B_seg,busi_93193f654b,busi,0.8944287896156311,1,1,0.9442728041668521,0.8944287955200971,19.005259518088085,6.161608350026623,0.31706299541093036,0.06533572191407999,,
B_seg__detstats,busi_93193f654b,busi,,1,1,,,,,,,0.0,0.0
SAM_edgesam,busi_93193f654b,busi,0.7991154789924622,1,1,0.8883426302354165,0.7991154958326246,35.84407500477479,11.260162981356004,0.2615416465392313,0.1780755848003583,,
SAM_edgesam__detstats,busi_93193f654b,busi,,1,1,,,,,,,0.0,0.0
SAM_efficientvit-t,busi_93193f654b,busi,0.0,1,1,0.0,0.0,,,0.0,,,
SAM_efficientvit-t__detstats,busi_93193f654b,busi,,1,1,,,,,,,1.0,1.0
A_box,busi_7dcb196d66,busi,0.8325680494308472,1,1,0.908635336266361,0.8325680374860702,35.70573664772802,16.28989613486202,0.07944585053949647,0.015477332868068277,,
A_box__detstats,busi_7dcb196d66,busi,,1,1,,,,,,,0.0,0.0
B_seg,busi_7dcb196d66,busi,0.8927891254425049,1,1,0.9433582424315364,0.892789098740888,40.0,9.838530554333452,0.17483379050629969,0.006651836343016662,,
B_seg__detstats,busi_7dcb196d66,busi,,1,1,,,,,,,0.0,0.0
SAM_edgesam,busi_7dcb196d66,busi,0.9139902591705322,1,1,0.9550626063324019,0.9139902659433529,30.80563749315668,7.874510564618285,0.294004016050329,0.00449998546046701,,
SAM_edgesam__detstats,busi_7dcb196d66,busi,,1,1,,,,,,,0.0,0.0
SAM_efficientvit-t,busi_7dcb196d66,busi,0.0,1,1,0.0,0.0,,,0.0,,,
SAM_efficientvit-t__detstats,busi_7dcb196d66,busi,,1,1,,,,,,,1.0,1.0
A_box,busi_9289e3083c,busi,0.6752609014511108,1,1,0.8061561011359473,0.6752608962553714,20.23980882101062,8.061761269731992,0.15009547190398254,0.29685874765966297,,
A_box__detstats,busi_9289e3083c,busi,,1,1,,,,,,,0.0,0.0
B_seg,busi_9289e3083c,busi,0.6763052940368652,1,1,0.8068999146653664,0.6763053029528967,16.83949263969194,8.140360787813538,0.06529370465714954,0.29353026835864365,,
B_seg__detstats,busi_9289e3083c,busi,,1,1,,,,,,,0.0,0.0
SAM_edgesam,busi_9289e3083c,busi,0.659359872341156,1,1,0.7947159223754968,0.6593598448108633,18.994733192202055,8.885340095202771,0.12874583795782463,0.22051175369253173,,
SAM_edgesam__detstats,busi_9289e3083c,busi,,1,1,,,,,,,0.0,0.0
SAM_efficientvit-t,busi_9289e3083c,busi,0.0,1,1,0.0,0.0,,,0.0,,,
SAM_efficientvit-t__detstats,busi_9289e3083c,busi,,1,1,,,,,,,1.0,1.0
A_box,busi_6ecd547c0d,busi,0.779627799987793,1,1,0.876169510181618,0.7796278158667973,29.0,10.7314113367956,0.15634837701616225,0.06526681024168461,,
A_box__detstats,busi_6ecd547c0d,busi,,1,1,,,,,,,0.0,0.0
B_seg,busi_6ecd547c0d,busi,0.8457425236701965,1,1,0.9164252424738633,0.8457425167102587,25.0,6.735649058442398,0.29334677419354843,0.10026322086623594,,
B_seg__detstats,busi_6ecd547c0d,busi,,1,1,,,,,,,0.0,0.0
SAM_edgesam,busi_6ecd547c0d,busi,0.696587324142456,1,1,0.8211629437401443,0.6965873183062987,39.20202380159926,16.37418971154251,0.1299920560410197,0.4089794209140943,,
SAM_edgesam__detstats,busi_6ecd547c0d,busi,,1,1,,,,,,,0.0,0.0
SAM_efficientvit-t,busi_6ecd547c0d,busi,0.0,1,1,0.0,0.0,,,0.0,,,
SAM_efficientvit-t__detstats,busi_6ecd547c0d,busi,,1,1,,,,,,,1.0,1.0
A_box,busi_074ac11fc4,busi,0.0,1,2,0.0,0.0,,,0.0,,,
A_box__detstats,busi_074ac11fc4,busi,,1,2,,,,,,,1.0,2.0
B_seg,busi_074ac11fc4,busi,0.0,1,0,0.0,0.0,,,0.0,,,
B_seg__detstats,busi_074ac11fc4,busi,,1,0,,,,,,,1.0,0.0
SAM_edgesam,busi_074ac11fc4,busi,0.0,1,2,0.0,0.0,,,0.0,,,
SAM_edgesam__detstats,busi_074ac11fc4,busi,,1,2,,,,,,,1.0,2.0
SAM_efficientvit-t,busi_074ac11fc4,busi,0.0,1,2,0.0,0.0,,,0.0,,,
SAM_efficientvit-t__detstats,busi_074ac11fc4,busi,,1,2,,,,,,,1.0,2.0
A_box,busi_a3204ccbe7,busi,0.7408096790313721,1,1,0.8511093117408907,0.7408096526838069,54.56189146281496,15.5153232737124,0.13761872271566325,0.001445647952358348,,
A_box__detstats,busi_a3204ccbe7,busi,,1,1,,,,,,,0.0,0.0
B_seg,busi_a3204ccbe7,busi,0.7715036273002625,1,1,0.87101555918141,0.7715035988891618,35.34402308718114,11.604039484258163,0.122179371219643,0.023281405083502352,,
B_seg__detstats,busi_a3204ccbe7,busi,,1,1,,,,,,,0.0,0.0
SAM_edgesam,busi_a3204ccbe7,busi,0.6972644329071045,1,1,0.8216332518337408,0.6972644578713233,63.7532478496566,19.01850639442425,0.1473530602123936,0.20623138997971777,,
SAM_edgesam__detstats,busi_a3204ccbe7,busi,,1,1,,,,,,,0.0,0.0
SAM_efficientvit-t,busi_a3204ccbe7,busi,0.0,1,1,0.0,0.0,,,0.0,,,
SAM_efficientvit-t__detstats,busi_a3204ccbe7,busi,,1,1,,,,,,,1.0,1.0
A_box,busi_e760baac79,busi,0.7991099953651428,1,2,0.888339222614841,0.7991099809281628,20.124228365658293,4.40445539635673,0.41852690087846617,0.050292800551153975,,
A_box__detstats,busi_e760baac79,busi,,1,2,,,,,,,0.0,1.0
B_seg,busi_e760baac79,busi,0.7704252004623413,1,3,0.870327868852459,0.7704251922797852,11.0,4.294057416995174,0.3689482470784641,0.10127454357561144,,
B_seg__detstats,busi_e760baac79,busi,,1,3,,,,,,,0.0,2.0
SAM_edgesam,busi_e760baac79,busi,0.797602117061615,1,2,0.8874067573497147,0.7976021454488089,16.486343241812904,4.222369269152183,0.3721088600822044,0.03737512917671375,,
SAM_edgesam__detstats,busi_e760baac79,busi,,1,2,,,,,,,0.0,1.0
SAM_efficientvit-t,busi_e760baac79,busi,0.0,1,2,0.0,0.0,,,0.0,,,
SAM_efficientvit-t__detstats,busi_e760baac79,busi,,1,2,,,,,,,1.0,2.0
A_box,busi_d7a8d6043b,busi,0.6810557842254639,1,1,0.8102714667461838,0.681055756921416,53.881318457076006,17.827190978007742,0.12698787235265466,0.3781638664630155,,
A_box__detstats,busi_d7a8d6043b,busi,,1,1,,,,,,,0.0,0.0
B_seg,busi_d7a8d6043b,busi,0.815435528755188,1,1,0.8983359955727168,0.8154355520036534,39.99123077517395,8.469580996991425,0.270864728918547,0.1685304385773511,,
B_seg__detstats,busi_d7a8d6043b,busi,,1,1,,,,,,,0.0,0.0
SAM_edgesam,busi_d7a8d6043b,busi,0.5700181126594543,1,1,0.7261293660281073,0.5700181373708698,60.07495318350236,25.200318676885747,0.11120141132628993,0.7151156447741654,,
SAM_edgesam__detstats,busi_d7a8d6043b,busi,,1,1,,,,,,,0.0,0.0
SAM_efficientvit-t,busi_d7a8d6043b,busi,0.0,1,1,0.0,0.0,,,0.0,,,
SAM_efficientvit-t__detstats,busi_d7a8d6043b,busi,,1,1,,,,,,,1.0,1.0
A_box,busi_bd0084d2eb,busi,0.0,1,0,0.0,0.0,,,0.0,,,
A_box__detstats,busi_bd0084d2eb,busi,,1,0,,,,,,,1.0,0.0
B_seg,busi_bd0084d2eb,busi,0.6977204084396362,1,2,0.8219497412466782,0.6977204369162577,22.80350850198276,7.524407023163938,0.20670028458734835,0.24073162729658792,,
B_seg__detstats,busi_bd0084d2eb,busi,,1,2,,,,,,,0.0,1.0
SAM_edgesam,busi_bd0084d2eb,busi,0.0,1,0,0.0,0.0,,,0.0,,,
SAM_edgesam__detstats,busi_bd0084d2eb,busi,,1,0,,,,,,,1.0,0.0
SAM_efficientvit-t,busi_bd0084d2eb,busi,0.0,1,0,0.0,0.0,,,0.0,,,
SAM_efficientvit-t__detstats,busi_bd0084d2eb,busi,,1,0,,,,,,,1.0,0.0
A_box,busi_1b904e1d39,busi,0.6492548584938049,1,1,0.7873311317922546,0.6492548398276972,39.60352640980056,12.49688867802838,0.12941891071067016,0.40522781428261967,,
A_box__detstats,busi_1b904e1d39,busi,,1,1,,,,,,,0.0,0.0
B_seg,busi_1b904e1d39,busi,0.770549476146698,1,1,0.870407181789035,0.7705495004541326,21.213203435596427,7.160468522379659,0.2379851478212134,0.2521481695429273,,
B_seg__detstats,busi_1b904e1d39,busi,,1,1,,,,,,,0.0,0.0
SAM_edgesam,busi_1b904e1d39,busi,0.5363582968711853,1,1,0.6982203325101204,0.5363583023665167,40.311288741492746,20.3875064241053,0.069416706838372,0.8360892483211785,,
SAM_edgesam__detstats,busi_1b904e1d39,busi,,1,1,,,,,,,0.0,0.0
SAM_efficientvit-t,busi_1b904e1d39,busi,0.0,1,1,0.0,0.0,,,0.0,,,
SAM_efficientvit-t__detstats,busi_1b904e1d39,busi,,1,1,,,,,,,1.0,1.0
A_box,busi_0cc200cd76,busi,0.5048094987869263,1,1,0.6709281279354824,0.5048095156007585,74.41102068914255,33.2560833720631,0.09451339360925479,0.8649163111256974,,
A_box__detstats,busi_0cc200cd76,busi,,1,1,,,,,,,0.0,0.0
B_seg,busi_0cc200cd76,busi,0.0,1,1,0.0,0.0,,,0.0,,,
B_seg__detstats,busi_0cc200cd76,busi,,1,1,,,,,,,1.0,1.0
SAM_edgesam,busi_0cc200cd76,busi,0.5034325122833252,1,1,0.6697108411892676,0.5034325332606511,72.20456294027214,32.22273034063782,0.06795917770564669,0.8964883491959305,,
SAM_edgesam__detstats,busi_0cc200cd76,busi,,1,1,,,,,,,0.0,0.0
SAM_efficientvit-t,busi_0cc200cd76,busi,0.0,1,1,0.0,0.0,,,0.0,,,
SAM_efficientvit-t__detstats,busi_0cc200cd76,busi,,1,1,,,,,,,1.0,1.0
A_box,busi_bad20acd54,busi,0.7932026386260986,1,1,0.8846770810197182,0.7932026375182546,17.762038374668908,7.820444246237321,0.18202114387024756,0.06434508455144741,,
A_box__detstats,busi_bad20acd54,busi,,1,1,,,,,,,0.0,0.0
B_seg,busi_bad20acd54,busi,0.8418232798576355,1,1,0.9141195055289486,0.8418233039301714,17.72004514666935,5.774289536629505,0.2975057944442523,0.09491735931976689,,
B_seg__detstats,busi_bad20acd54,busi,,1,1,,,,,,,0.0,0.0
SAM_edgesam,busi_bad20acd54,busi,0.7769274115562439,1,1,0.8744616078475589,0.7769273922102901,25.059928172283335,9.144750322428955,0.19294344272744013,0.11832425718926148,,
SAM_edgesam__detstats,busi_bad20acd54,busi,,1,1,,,,,,,0.0,0.0
SAM_efficientvit-t,busi_bad20acd54,busi,0.0,1,1,0.0,0.0,,,0.0,,,
SAM_efficientvit-t__detstats,busi_bad20acd54,busi,,1,1,,,,,,,1.0,1.0
A_box,busi_1cd1fff51b,busi,0.7105096578598022,1,1,0.8307578497451915,0.7105096660808435,22.47220505424423,7.995975171921939,0.22060672031515247,0.05767441860465116,,
A_box__detstats,busi_1cd1fff51b,busi,,1,1,,,,,,,0.0,0.0
B_seg,busi_1cd1fff51b,busi,0.7430970668792725,1,1,0.8526169674205928,0.7430970680330202,21.899728313394384,7.063366074045517,0.215425129781765,0.07137420718816068,,
B_seg__detstats,busi_1cd1fff51b,busi,,1,1,,,,,,,0.0,0.0
SAM_edgesam,busi_1cd1fff51b,busi,0.6022898554801941,1,1,0.7517863732429803,0.602289830144055,35.78336556509842,13.643531842962917,0.18355614206208046,0.520845665961945,,
SAM_edgesam__detstats,busi_1cd1fff51b,busi,,1,1,,,,,,,0.0,0.0
SAM_efficientvit-t,busi_1cd1fff51b,busi,0.0,1,1,0.0,0.0,,,0.0,,,
SAM_efficientvit-t__detstats,busi_1cd1fff51b,busi,,1,1,,,,,,,1.0,1.0
A_box,busi_daf74cbea5,busi,0.5881413817405701,1,1,0.7406662737893022,0.5881413785509799,123.74245830220687,38.590257779558385,0.08021080068110689,0.6173558003888528,,
A_box__detstats,busi_daf74cbea5,busi,,1,1,,,,,,,0.0,0.0
B_seg,busi_daf74cbea5,busi,0.6829996109008789,1,1,0.8116455937379266,0.6829996080806642,140.19268361372298,27.015343206213497,0.2027477295574248,0.44908619572261826,,
B_seg__detstats,busi_daf74cbea5,busi,,1,1,,,,,,,0.0,0.0
SAM_edgesam,busi_daf74cbea5,busi,0.5476480722427368,1,1,0.7077165412356414,0.5476480693425714,141.41074923781431,49.230000235976796,0.07439715373317365,0.8142320155541154,,
SAM_edgesam__detstats,busi_daf74cbea5,busi,,1,1,,,,,,,0.0,0.0
SAM_efficientvit-t,busi_daf74cbea5,busi,0.0,1,1,0.0,0.0,,,0.0,,,
SAM_efficientvit-t__detstats,busi_daf74cbea5,busi,,1,1,,,,,,,1.0,1.0
A_box,busi_d083e06533,busi,0.7356126308441162,1,1,0.8476691369830265,0.7356126301813203,31.324109033042586,9.91490862654999,0.17225340503198963,0.03605803089346918,,
A_box__detstats,busi_d083e06533,busi,,1,1,,,,,,,0.0,0.0
B_seg,busi_d083e06533,busi,0.7635979652404785,1,1,0.8659546956563383,0.7635979729729729,29.133290532544194,7.962179579796688,0.23339147194755308,0.039250669045495096,,
B_seg__detstats,busi_d083e06533,busi,,1,1,,,,,,,0.0,0.0
SAM_edgesam,busi_d083e06533,busi,0.7867777943611145,1,1,0.8806666224609332,0.7867777733896766,21.93171219946131,7.914406821734012,0.21867436840542812,0.12418423400159632,,
SAM_edgesam__detstats,busi_d083e06533,busi,,1,1,,,,,,,0.0,0.0
SAM_efficientvit-t,busi_d083e06533,busi,0.0,1,1,0.0,0.0,,,0.0,,,
SAM_efficientvit-t__detstats,busi_d083e06533,busi,,1,1,,,,,,,1.0,1.0
A_box,busi_1f6bafb28c,busi,0.0,1,1,0.0,0.0,,,0.0,,,
A_box__detstats,busi_1f6bafb28c,busi,,1,1,,,,,,,1.0,1.0
B_seg,busi_1f6bafb28c,busi,0.7362938523292542,1,2,0.8481212503946953,0.7362938596491229,60.0542253593198,13.545446649619906,0.24752252403249858,0.17822731412683956,,
B_seg__detstats,busi_1f6bafb28c,busi,,1,2,,,,,,,0.0,1.0
SAM_edgesam,busi_1f6bafb28c,busi,0.0,1,1,0.0,0.0,,,0.0,,,
SAM_edgesam__detstats,busi_1f6bafb28c,busi,,1,1,,,,,,,1.0,1.0
SAM_efficientvit-t,busi_1f6bafb28c,busi,0.0,1,1,0.0,0.0,,,0.0,,,
SAM_efficientvit-t__detstats,busi_1f6bafb28c,busi,,1,1,,,,,,,1.0,1.0
A_box,busi_ff6b3c8040,busi,0.6731293201446533,1,1,0.8046351525343564,0.6731293414226677,34.334989772576485,12.39398648405129,0.12571410634691443,0.1869848982897432,,
A_box__detstats,busi_ff6b3c8040,busi,,1,1,,,,,,,0.0,0.0
B_seg,busi_ff6b3c8040,busi,0.8193857669830322,1,1,0.9007278996264726,0.81938575473753,22.785806390562843,6.321685454182026,0.3278774294101125,0.010385403268067268,,
B_seg__detstats,busi_ff6b3c8040,busi,,1,1,,,,,,,0.0,0.0
SAM_edgesam,busi_ff6b3c8040,busi,0.0,1,1,0.0,0.0,,,0.0,,,
SAM_edgesam__detstats,busi_ff6b3c8040,busi,,1,1,,,,,,,1.0,1.0
SAM_efficientvit-t,busi_ff6b3c8040,busi,0.0,1,1,0.0,0.0,,,0.0,,,
SAM_efficientvit-t__detstats,busi_ff6b3c8040,busi,,1,1,,,,,,,1.0,1.0
A_box,busi_e0e8a1f5f7,busi,0.8859184980392456,1,1,0.9395087809834056,0.8859184914841849,15.023307464861029,5.4030086772159605,0.28969071396446205,0.030153221581980093,,
A_box__detstats,busi_e0e8a1f5f7,busi,,1,1,,,,,,,0.0,0.0
B_seg,busi_e0e8a1f5f7,busi,0.9365153908729553,1,1,0.9672170839184543,0.9365153788447111,7.615773105863909,2.756734745496641,0.48659798661267856,0.028319800942902044,,
B_seg__detstats,busi_e0e8a1f5f7,busi,,1,1,,,,,,,0.0,0.0
SAM_edgesam,busi_e0e8a1f5f7,busi,0.8999536037445068,1,1,0.9473427278940345,0.8999536249806771,18.060836059356124,4.320152181993938,0.4604417931685559,0.011982713462545836,,
SAM_edgesam__detstats,busi_e0e8a1f5f7,busi,,1,1,,,,,,,0.0,0.0
SAM_efficientvit-t,busi_e0e8a1f5f7,busi,0.0,1,1,0.0,0.0,,,0.0,,,
SAM_efficientvit-t__detstats,busi_e0e8a1f5f7,busi,,1,1,,,,,,,1.0,1.0
A_box,busi_e77460c93f,busi,0.8122013211250305,1,1,0.8963698740182782,0.8122013461900766,28.21426157373497,10.834003951914264,0.14053614947197401,0.05506244294676326,,
A_box__detstats,busi_e77460c93f,busi,,1,1,,,,,,,0.0,0.0
B_seg,busi_e77460c93f,busi,0.8210042715072632,1,1,0.9017049493188966,0.8210042909323025,36.64694917059598,9.93979928188808,0.22402581528382143,0.005302309320799425,,
B_seg__detstats,busi_e77460c93f,busi,,1,1,,,,,,,0.0,0.0
SAM_edgesam,busi_e77460c93f,busi,0.6941661834716797,1,1,0.8194782666711146,0.6941661839298077,55.89275230158448,19.348203959671466,0.07483782176458124,0.3288985569172801,,
SAM_edgesam__detstats,busi_e77460c93f,busi,,1,1,,,,,,,0.0,0.0
SAM_efficientvit-t,busi_e77460c93f,busi,0.0,1,1,0.0,0.0,,,0.0,,,
SAM_efficientvit-t__detstats,busi_e77460c93f,busi,,1,1,,,,,,,1.0,1.0
A_box,ddti_98ad2517b3,ddti,0.5757662057876587,1,2,0.7307761732851985,0.575766194979734,31.78049716414141,13.452106158302573,0.2210109758829239,0.49268841394825647,,
A_box__detstats,ddti_98ad2517b3,ddti,,1,2,,,,,,,0.0,1.0
B_seg,ddti_98ad2517b3,ddti,0.6850607991218567,1,2,0.8130991931656384,0.6850607805502239,29.0,8.940366001080374,0.3942514031033344,0.3700787401574803,,
B_seg__detstats,ddti_98ad2517b3,ddti,,1,2,,,,,,,0.0,1.0
SAM_edgesam,ddti_98ad2517b3,ddti,0.5046001672744751,1,2,0.6707432151889178,0.5046001817355747,43.829214001622255,18.18282326654942,0.20237367635562503,0.9800899887514061,,
