method,uid,dataset,match_iou,n_gt,n_pred,dice,iou,hd95,assd,bf1,area_err,n_miss,n_fp
SAM_edgesam__detstats,busi_cb24e22b98,busi,,1,1,,,,,,,1.0,1.0
SAM_efficientvit-t,busi_cb24e22b98,busi,0.0,1,1,0.0,0.0,,,0.0,,,
SAM_efficientvit-t__detstats,busi_cb24e22b98,busi,,1,1,,,,,,,1.0,1.0
A_box,busi_034a4514ed,busi,0.8937451839447021,1,1,0.9438917089678511,0.8937451935401179,11.313708498984761,4.178970773651889,0.33971394773631575,0.002484752654167608,,
A_box__detstats,busi_034a4514ed,busi,,1,1,,,,,,,0.0,0.0
B_seg,busi_034a4514ed,busi,0.9171661138534546,1,1,0.956793569275427,0.917166095890411,8.06225774829855,3.179324945697009,0.405237147808228,0.02326632030720578,,
B_seg__detstats,busi_034a4514ed,busi,,1,1,,,,,,,0.0,0.0
SAM_edgesam,busi_034a4514ed,busi,0.8213639259338379,1,1,0.9019218165288907,0.8213639339212138,40.93154403417219,9.479045636163889,0.21137385112614887,0.1368421052631579,,
SAM_edgesam__detstats,busi_034a4514ed,busi,,1,1,,,,,,,0.0,0.0
SAM_efficientvit-t,busi_034a4514ed,busi,0.0,1,1,0.0,0.0,,,0.0,,,
SAM_efficientvit-t__detstats,busi_034a4514ed,busi,,1,1,,,,,,,1.0,1.0
A_box,busi_1541b9855b,busi,0.8069947957992554,1,1,0.8931899641577061,0.8069948186528497,16.0312195418814,5.1414068795948396,0.32037914691943126,0.15323514810524574,,
A_box__detstats,busi_1541b9855b,busi,,1,1,,,,,,,0.0,0.0
B_seg,busi_1541b9855b,busi,0.7428956031799316,1,1,0.8524843310019076,0.742895590912689,22.070320087725733,7.139606570999176,0.27650358003418707,0.17822273705113353,,
B_seg__detstats,busi_1541b9855b,busi,,1,1,,,,,,,0.0,0.0
SAM_edgesam,busi_1541b9855b,busi,0.0,1,1,0.0,0.0,,,0.0,,,
SAM_edgesam__detstats,busi_1541b9855b,busi,,1,1,,,,,,,1.0,1.0
SAM_efficientvit-t,busi_1541b9855b,busi,0.0,1,1,0.0,0.0,,,0.0,,,
SAM_efficientvit-t__detstats,busi_1541b9855b,busi,,1,1,,,,,,,1.0,1.0
A_box,busi_7142c7617d,busi,0.7794680595397949,1,1,0.8760686180150598,0.7794680636711666,13.892443989449804,5.245524731435313,0.28689370485036125,0.23695542046605877,,
A_box__detstats,busi_7142c7617d,busi,,1,1,,,,,,,0.0,0.0
B_seg,busi_7142c7617d,busi,0.9203863143920898,1,1,0.9585428676560775,0.9203862913673301,4.0,1.5623457131847773,0.7362827181262126,0.06509625126646404,,
B_seg__detstats,busi_7142c7617d,busi,,1,1,,,,,,,0.0,0.0
SAM_edgesam,busi_7142c7617d,busi,0.0,1,1,0.0,0.0,,,0.0,,,
SAM_edgesam__detstats,busi_7142c7617d,busi,,1,1,,,,,,,1.0,1.0
SAM_efficientvit-t,busi_7142c7617d,busi,0.0,1,1,0.0,0.0,,,0.0,,,
SAM_efficientvit-t__detstats,busi_7142c7617d,busi,,1,1,,,,,,,1.0,1.0
A_box,busi_5ea67a72a7,busi,0.0,1,2,0.0,0.0,,,0.0,,,
A_box__detstats,busi_5ea67a72a7,busi,,1,2,,,,,,,1.0,2.0
B_seg,busi_5ea67a72a7,busi,0.0,1,1,0.0,0.0,,,0.0,,,
B_seg__detstats,busi_5ea67a72a7,busi,,1,1,,,,,,,1.0,1.0
SAM_edgesam,busi_5ea67a72a7,busi,0.0,1,2,0.0,0.0,,,0.0,,,
SAM_edgesam__detstats,busi_5ea67a72a7,busi,,1,2,,,,,,,1.0,2.0
SAM_efficientvit-t,busi_5ea67a72a7,busi,0.0,1,2,0.0,0.0,,,0.0,,,
SAM_efficientvit-t__detstats,busi_5ea67a72a7,busi,,1,2,,,,,,,1.0,2.0
A_box,busi_328c7cf02a,busi,0.8377555012702942,1,1,0.9117159527914069,0.8377555061382399,13.45362404707371,7.044493233798085,0.09100867710225144,0.1888900983273466,,
A_box__detstats,busi_328c7cf02a,busi,,1,1,,,,,,,0.0,0.0
B_seg,busi_328c7cf02a,busi,0.9159894585609436,1,1,0.956152908117279,0.9159894351889476,8.0,3.1703221997682656,0.43409175098945235,0.05300968760204637,,
B_seg__detstats,busi_328c7cf02a,busi,,1,1,,,,,,,0.0,0.0
SAM_edgesam,busi_328c7cf02a,busi,0.0,1,1,0.0,0.0,,,0.0,,,
SAM_edgesam__detstats,busi_328c7cf02a,busi,,1,1,,,,,,,1.0,1.0
SAM_efficientvit-t,busi_328c7cf02a,busi,0.0,1,1,0.0,0.0,,,0.0,,,
SAM_efficientvit-t__detstats,busi_328c7cf02a,busi,,1,1,,,,,,,1.0,1.0
A_box,busi_884f21854c,busi,0.8788087964057922,1,1,0.935495721030218,0.8788087934560327,14.317821063276353,5.935800919189363,0.1785757760194766,0.023423423423423424,,
A_box__detstats,busi_884f21854c,busi,,1,1,,,,,,,0.0,0.0
B_seg,busi_884f21854c,busi,0.9274891018867493,1,1,0.962380638788278,0.9274890916303055,12.083045973594572,3.394240033276281,0.5010570824524312,0.03985478015328762,,
B_seg__detstats,busi_884f21854c,busi,,1,1,,,,,,,0.0,0.0
SAM_edgesam,busi_884f21854c,busi,0.0,1,1,0.0,0.0,,,0.0,,,
SAM_edgesam__detstats,busi_884f21854c,busi,,1,1,,,,,,,1.0,1.0
SAM_efficientvit-t,busi_884f21854c,busi,0.0,1,1,0.0,0.0,,,0.0,,,
SAM_efficientvit-t__detstats,busi_884f21854c,busi,,1,1,,,,,,,1.0,1.0
A_box,busi_702d535cb8,busi,0.862535834312439,1,1,0.9261951463405254,0.8625358166189112,9.219544457292887,3.8461560361359366,0.3487895878524946,0.03275740755218513,,
A_box__detstats,busi_702d535cb8,busi,,1,1,,,,,,,0.0,0.0
B_seg,busi_702d535cb8,busi,0.9324148297309875,1,1,0.9650255475898126,0.9324148488327593,5.0,1.796432043680511,0.6547067081794304,0.02619029004768978,,
B_seg__detstats,busi_702d535cb8,busi,,1,1,,,,,,,0.0,0.0
SAM_edgesam,busi_702d535cb8,busi,0.0,1,1,0.0,0.0,,,0.0,,,
SAM_edgesam__detstats,busi_702d535cb8,busi,,1,1,,,,,,,1.0,1.0
SAM_efficientvit-t,busi_702d535cb8,busi,0.0,1,1,0.0,0.0,,,0.0,,,
SAM_efficientvit-t__detstats,busi_702d535cb8,busi,,1,1,,,,,,,1.0,1.0
A_box,busi_7ad36ab93e,busi,0.8462786674499512,1,1,0.9167399221398971,0.8462786923255274,7.810249675906654,2.62311586448141,0.5452221973738858,0.16033640803038524,,
A_box__detstats,busi_7ad36ab93e,busi,,1,1,,,,,,,0.0,0.0
B_seg,busi_7ad36ab93e,busi,0.6854267716407776,1,1,0.8133569217160549,0.685426761088334,19.057767824081385,5.885106780417589,0.3358971125961417,0.4536082474226804,,
B_seg__detstats,busi_7ad36ab93e,busi,,1,1,,,,,,,0.0,0.0
SAM_edgesam,busi_7ad36ab93e,busi,0.8190991878509521,1,1,0.9005547287241239,0.8190991877922718,7.280109889280518,2.737495573316356,0.4974808108640032,0.005154639175257732,,
SAM_edgesam__detstats,busi_7ad36ab93e,busi,,1,1,,,,,,,0.0,0.0
SAM_efficientvit-t,busi_7ad36ab93e,busi,0.0,1,1,0.0,0.0,,,0.0,,,
SAM_efficientvit-t__detstats,busi_7ad36ab93e,busi,,1,1,,,,,,,1.0,1.0
A_box,busi_fb599a827f,busi,0.8743321299552917,1,1,0.9329532661029535,0.8743321510348853,11.0,4.9966971624220236,0.27916164863061765,0.03200867392636591,,
A_box__detstats,busi_fb599a827f,busi,,1,1,,,,,,,0.0,0.0
B_seg,busi_fb599a827f,busi,0.9215509295463562,1,1,0.9591740745966794,0.9215509060508834,8.0,2.994867478568696,0.4593648233408537,0.004525526799604016,,
B_seg__detstats,busi_fb599a827f,busi,,1,1,,,,,,,0.0,0.0
SAM_edgesam,busi_fb599a827f,busi,0.0,1,1,0.0,0.0,,,0.0,,,
SAM_edgesam__detstats,busi_fb599a827f,busi,,1,1,,,,,,,1.0,1.0
SAM_efficientvit-t,busi_fb599a827f,busi,0.0,1,1,0.0,0.0,,,0.0,,,
SAM_efficientvit-t__detstats,busi_fb599a827f,busi,,1,1,,,,,,,1.0,1.0
A_box,busi_26b35ce6c2,busi,0.8539325594902039,1,1,0.9212121212121213,0.8539325842696629,3.1622776601683795,1.4327736691406563,0.7338491007238988,0.0176678445229682,,
A_box__detstats,busi_26b35ce6c2,busi,,1,1,,,,,,,0.0,0.0
B_seg,busi_26b35ce6c2,busi,0.8558014631271362,1,1,0.9222985182508131,0.8558014755197854,3.0,1.4031493620608733,0.8118313404657016,0.04452296819787986,,
B_seg__detstats,busi_26b35ce6c2,busi,,1,1,,,,,,,0.0,0.0
SAM_edgesam,busi_26b35ce6c2,busi,0.8274428248405457,1,1,0.9055745164960182,0.8274428274428275,4.242640687119285,1.6719447462452908,0.6849377123442808,0.1363957597173145,,
SAM_edgesam__detstats,busi_26b35ce6c2,busi,,1,1,,,,,,,0.0,0.0
SAM_efficientvit-t,busi_26b35ce6c2,busi,0.0,1,1,0.0,0.0,,,0.0,,,
SAM_efficientvit-t__detstats,busi_26b35ce6c2,busi,,1,1,,,,,,,1.0,1.0
A_box,busi_4058304b16,busi,0.8702325820922852,1,1,0.9306142750559562,0.8702325581395349,3.605551275463989,1.481053773641443,0.752442996742671,0.05748792270531401,,
A_box__detstats,busi_4058304b16,busi,,1,1,,,,,,,0.0,0.0
B_seg,busi_4058304b16,busi,0.8983516693115234,1,1,0.9464544138929089,0.8983516483516484,3.1541637771599587,1.183706097193996,0.8205128205128206,0.002898550724637681,,
B_seg__detstats,busi_4058304b16,busi,,1,1,,,,,,,0.0,0.0
SAM_edgesam,busi_4058304b16,busi,0.894837498664856,1,1,0.9445005045408678,0.8948374760994264,2.8284271247461903,1.1839779739353833,0.8482142857142857,0.08502415458937199,,
SAM_edgesam__detstats,busi_4058304b16,busi,,1,1,,,,,,,0.0,0.0
SAM_efficientvit-t,busi_4058304b16,busi,0.0,1,1,0.0,0.0,,,0.0,,,
SAM_efficientvit-t__detstats,busi_4058304b16,busi,,1,1,,,,,,,1.0,1.0
A_box,busi_dc9eed528c,busi,0.8490724563598633,1,1,0.9183766153338012,0.8490724482784946,8.600029008178717,3.7956730575505113,0.35618503281725966,0.011710963455149501,,
A_box__detstats,busi_dc9eed528c,busi,,1,1,,,,,,,0.0,0.0
B_seg,busi_dc9eed528c,busi,0.8973478078842163,1,1,0.9458970148625321,0.8973478191404378,5.735198189901203,2.3910004135253473,0.5486840289205747,0.02732558139534884,,
B_seg__detstats,busi_dc9eed528c,busi,,1,1,,,,,,,0.0,0.0
SAM_edgesam,busi_dc9eed528c,busi,0.8461729884147644,1,1,0.9166778839682326,0.8461729622266402,8.0,3.561316346701129,0.38970700442545403,0.1489202657807309,,
SAM_edgesam__detstats,busi_dc9eed528c,busi,,1,1,,,,,,,0.0,0.0
SAM_efficientvit-t,busi_dc9eed528c,busi,0.0,1,1,0.0,0.0,,,0.0,,,
SAM_efficientvit-t__detstats,busi_dc9eed528c,busi,,1,1,,,,,,,1.0,1.0
A_box,busi_15283493c7,busi,0.0,1,1,0.0,0.0,,,0.0,,,
A_box__detstats,busi_15283493c7,busi,,1,1,,,,,,,1.0,1.0
B_seg,busi_15283493c7,busi,0.7188847661018372,1,1,0.8364548661135675,0.71888476153879,46.84175435784699,13.404932303142107,0.12107447679176897,0.06483048674154998,,
B_seg__detstats,busi_15283493c7,busi,,1,1,,,,,,,0.0,0.0
SAM_edgesam,busi_15283493c7,busi,0.0,1,1,0.0,0.0,,,0.0,,,
SAM_edgesam__detstats,busi_15283493c7,busi,,1,1,,,,,,,1.0,1.0
SAM_efficientvit-t,busi_15283493c7,busi,0.0,1,1,0.0,0.0,,,0.0,,,
SAM_efficientvit-t__detstats,busi_15283493c7,busi,,1,1,,,,,,,1.0,1.0
A_box,busi_de9fa69171,busi,0.7988228797912598,1,1,0.8881618002346932,0.7988228866593822,19.803793292058096,10.198585711835843,0.12950227901103592,0.1765431477192629,,
A_box__detstats,busi_de9fa69171,busi,,1,1,,,,,,,0.0,0.0
B_seg,busi_de9fa69171,busi,0.818745493888855,1,2,0.9003409221497248,0.8187455005689603,30.4138126514911,9.154234177705597,0.31092664321959523,0.02847145302587856,,
B_seg__detstats,busi_de9fa69171,busi,,1,2,,,,,,,0.0,1.0
SAM_edgesam,busi_de9fa69171,busi,0.7964510321617126,1,1,0.886693827350296,0.7964510115307603,27.51363298439521,10.114066728433713,0.12437251545135362,0.03509213573658242,,
SAM_edgesam__detstats,busi_de9fa69171,busi,,1,1,,,,,,,0.0,0.0
SAM_efficientvit-t,busi_de9fa69171,busi,0.0,1,1,0.0,0.0,,,0.0,,,
SAM_efficientvit-t__detstats,busi_de9fa69171,busi,,1,1,,,,,,,1.0,1.0
A_box,busi_1af81235cf,busi,0.8971185088157654,1,1,0.9457696121927032,0.8971185265867908,5.0,2.4562541557894755,0.42903650044197233,0.06259480230559207,,
A_box__detstats,busi_1af81235cf,busi,,1,1,,,,,,,0.0,0.0
B_seg,busi_1af81235cf,busi,0.9041018486022949,1,1,0.9496360124795721,0.9041018387553041,5.0,2.301047276979914,0.5542718585080588,0.041965820608757205,,
B_seg__detstats,busi_1af81235cf,busi,,1,1,,,,,,,0.0,0.0
SAM_edgesam,busi_1af81235cf,busi,0.8535611033439636,1,1,0.9209959042897176,0.8535610828089102,10.0,3.589403022338365,0.4439862542955327,0.12357164526241278,,
SAM_edgesam__detstats,busi_1af81235cf,busi,,1,1,,,,,,,0.0,0.0
SAM_efficientvit-t,busi_1af81235cf,busi,0.0,1,1,0.0,0.0,,,0.0,,,
SAM_efficientvit-t__detstats,busi_1af81235cf,busi,,1,1,,,,,,,1.0,1.0
A_box,busi_0e203e8363,busi,0.9153149724006653,1,1,0.9557853171922898,0.9153149567121106,10.324565414571685,4.825159917405482,0.16372097395882299,0.0354591107663414,,
A_box__detstats,busi_0e203e8363,busi,,1,1,,,,,,,0.0,0.0
B_seg,busi_0e203e8363,busi,0.8357639908790588,1,1,0.9105353190749099,0.8357639628131431,34.68637806438337,10.369984337423874,0.17748304188925915,0.11225656309966113,,
B_seg__detstats,busi_0e203e8363,busi,,1,1,,,,,,,0.0,0.0
SAM_edgesam,busi_0e203e8363,busi,0.7993513345718384,1,1,0.8884883351700693,0.7993513368175172,32.63125258614307,13.722180527176214,0.08843610465458651,0.18580819009512922,,
SAM_edgesam__detstats,busi_0e203e8363,busi,,1,1,,,,,,,0.0,0.0
SAM_efficientvit-t,busi_0e203e8363,busi,0.0,1,1,0.0,0.0,,,0.0,,,
SAM_efficientvit-t__detstats,busi_0e203e8363,busi,,1,1,,,,,,,1.0,1.0
A_box,busi_8c1f838d6c,busi,0.8791030049324036,1,1,0.9356624005534417,0.8791030224244394,6.324555320336759,2.4672342521904183,0.546447067606028,0.08638093662088367,,
A_box__detstats,busi_8c1f838d6c,busi,,1,1,,,,,,,0.0,0.0
B_seg,busi_8c1f838d6c,busi,0.9112067818641663,1,1,0.9535407456835433,0.9112067591264148,8.200222875501128,1.8651477015998772,0.7535306592067862,0.016051629985106734,,
B_seg__detstats,busi_8c1f838d6c,busi,,1,1,,,,,,,0.0,0.0
SAM_edgesam,busi_8c1f838d6c,busi,0.8831305503845215,1,1,0.9379387364390556,0.8831305392819588,6.312465680834816,2.462253436847589,0.5305762823866296,0.07446632467317557,,
SAM_edgesam__detstats,busi_8c1f838d6c,busi,,1,1,,,,,,,0.0,0.0
SAM_efficientvit-t,busi_8c1f838d6c,busi,0.0,1,1,0.0,0.0,,,0.0,,,
SAM_efficientvit-t__detstats,busi_8c1f838d6c,busi,,1,1,,,,,,,1.0,1.0
A_box,busi_cfd961e96d,busi,0.8735877871513367,1,1,0.932529335071708,0.873587786259542,6.057933771208752,1.8069904763310962,0.7061040521031926,0.013123359580052493,,
A_box__detstats,busi_cfd961e96d,busi,,1,1,,,,,,,0.0,0.0
B_seg,busi_cfd961e96d,busi,0.8739347457885742,1,1,0.9327269876117297,0.87393476344402,6.324555320336759,1.8773112760993915,0.7603960396039603,0.09219160104986876,,
B_seg__detstats,busi_cfd961e96d,busi,,1,1,,,,,,,0.0,0.0
SAM_edgesam,busi_cfd961e96d,busi,0.8747231960296631,1,1,0.9331758353020587,0.8747231888642835,4.0,1.672260076496344,0.6880647590361446,0.0557742782152231,,
SAM_edgesam__detstats,busi_cfd961e96d,busi,,1,1,,,,,,,0.0,0.0
SAM_efficientvit-t,busi_cfd961e96d,busi,0.0,1,1,0.0,0.0,,,0.0,,,
SAM_efficientvit-t__detstats,busi_cfd961e96d,busi,,1,1,,,,,,,1.0,1.0
A_box,busi_6d2d131466,busi,0.9145586490631104,1,1,0.9553728171486648,0.9145586414293295,3.605551275463989,1.5508371568575,0.7466869763899467,0.025261976047904193,,
A_box__detstats,busi_6d2d131466,busi,,1,1,,,,,,,0.0,0.0
B_seg,busi_6d2d131466,busi,0.8917393684387207,1,1,0.9427719012747491,0.8917393535146229,4.242640687119285,2.1227063262292933,0.5476743805440084,0.06979790419161677,,
B_seg__detstats,busi_6d2d131466,busi,,1,1,,,,,,,0.0,0.0
SAM_edgesam,busi_6d2d131466,busi,0.9021457433700562,1,1,0.9485558689098512,0.9021457639659638,4.7096747752497325,1.722568011757644,0.7195506735968369,0.07578592814371257,,
SAM_edgesam__detstats,busi_6d2d131466,busi,,1,1,,,,,,,0.0,0.0
SAM_efficientvit-t,busi_6d2d131466,busi,0.0,1,1,0.0,0.0,,,0.0,,,
SAM_efficientvit-t__detstats,busi_6d2d131466,busi,,1,1,,,,,,,1.0,1.0
A_box,busi_873f42e663,busi,0.901735782623291,1,1,0.9483292000102268,0.9017357903437545,8.06225774829855,3.548078356606063,0.32277685442534115,0.033957358294331774,,
A_box__detstats,busi_873f42e663,busi,,1,1,,,,,,,0.0,0.0
B_seg,busi_873f42e663,busi,0.9269793033599854,1,1,0.9621061232827741,0.9269792845544457,6.082762530298219,2.5812944517533936,0.5240715984652512,0.03650546021840874,,
B_seg__detstats,busi_873f42e663,busi,,1,1,,,,,,,0.0,0.0
SAM_edgesam,busi_873f42e663,busi,0.9087274670600891,1,1,0.9521814818844522,0.90872748040081,8.0,3.0407470047537126,0.41060723888670475,0.08819552782111284,,
SAM_edgesam__detstats,busi_873f42e663,busi,,1,1,,,,,,,0.0,0.0
SAM_efficientvit-t,busi_873f42e663,busi,0.0,1,1,0.0,0.0,,,0.0,,,
SAM_efficientvit-t__detstats,busi_873f42e663,busi,,1,1,,,,,,,1.0,1.0
A_box,busi_22d1a239ff,busi,0.8875809907913208,1,1,0.9404428035547351,0.8875809693991512,14.866068747318506,6.061044934114943,0.34099197665937275,0.012934114620551666,,
A_box__detstats,busi_22d1a239ff,busi,,1,1,,,,,,,0.0,0.0
B_seg,busi_22d1a239ff,busi,0.9166440963745117,1,1,0.9565094406336185,0.916644076985633,11.0,4.340752365123484,0.3003710682251182,0.021009003858796626,,
B_seg__detstats,busi_22d1a239ff,busi,,1,1,,,,,,,0.0,0.0
SAM_edgesam,busi_22d1a239ff,busi,0.9219435453414917,1,1,0.9593866999465145,0.9219435307017544,12.727922061357855,4.1673399218015446,0.37470504955167533,0.004073174217521795,,
SAM_edgesam__detstats,busi_22d1a239ff,busi,,1,1,,,,,,,0.0,0.0
SAM_efficientvit-t,busi_22d1a239ff,busi,0.0,1,1,0.0,0.0,,,0.0,,,
SAM_efficientvit-t__detstats,busi_22d1a239ff,busi,,1,1,,,,,,,1.0,1.0
A_box,busi_888dc0e64a,busi,0.6466180682182312,1,1,0.7853892560792307,0.6466180708594677,40.8827171453048,17.02911086896402,0.1417430150677671,0.2999509941192943,,
A_box__detstats,busi_888dc0e64a,busi,,1,1,,,,,,,0.0,0.0
B_seg,busi_888dc0e64a,busi,0.7247901558876038,1,2,0.840438634828559,0.7247901319170806,45.62181189799593,11.930055049146842,0.26389116538272417,0.23795855502660318,,
B_seg__detstats,busi_888dc0e64a,busi,,1,2,,,,,,,0.0,1.0
SAM_edgesam,busi_888dc0e64a,busi,0.598395586013794,1,1,0.748745294855709,0.5983955878666333,49.006120537705,20.06530904199402,0.07533874840169627,0.21450574068888267,,
SAM_edgesam__detstats,busi_888dc0e64a,busi,,1,1,,,,,,,0.0,0.0
SAM_efficientvit-t,busi_888dc0e64a,busi,0.0,1,1,0.0,0.0,,,0.0,,,
SAM_efficientvit-t__detstats,busi_888dc0e64a,busi,,1,1,,,,,,,1.0,1.0
A_box,busi_62445ce52f,busi,0.6181017160415649,1,1,0.763983777457198,0.6181017397049108,38.50452280046007,14.495274311863552,0.1371486911885653,0.4362732095490716,,
A_box__detstats,busi_62445ce52f,busi,,1,1,,,,,,,0.0,0.0
B_seg,busi_62445ce52f,busi,0.7213796973228455,1,1,0.8381412928686566,0.721379706262259,28.485477697880388,10.715968933221784,0.1553529571127366,0.3860742705570292,,
B_seg__detstats,busi_62445ce52f,busi,,1,1,,,,,,,0.0,0.0
SAM_edgesam,busi_62445ce52f,busi,0.6857170462608337,1,1,0.813561250319975,0.6857170254590785,33.60430468312626,8.4152630509036,0.27808950613174266,0.33149867374005304,,
SAM_edgesam__detstats,busi_62445ce52f,busi,,1,1,,,,,,,0.0,0.0
SAM_efficientvit-t,busi_62445ce52f,busi,0.0,1,1,0.0,0.0,,,0.0,,,
SAM_efficientvit-t__detstats,busi_62445ce52f,busi,,1,1,,,,,,,1.0,1.0
A_box,busi_31157c7321,busi,0.5589881539344788,1,1,0.7171166318813259,0.5589881743754811,54.635077063592384,21.045103233596556,0.0413747080413747,0.6932003626473254,,
A_box__detstats,busi_31157c7321,busi,,1,1,,,,,,,0.0,0.0
B_seg,busi_31157c7321,busi,0.0,1,1,0.0,0.0,,,0.0,,,
B_seg__detstats,busi_31157c7321,busi,,1,1,,,,,,,1.0,1.0
SAM_edgesam,busi_31157c7321,busi,0.0,1,1,0.0,0.0,,,0.0,,,
SAM_edgesam__detstats,busi_31157c7321,busi,,1,1,,,,,,,1.0,1.0
SAM_efficientvit-t,busi_31157c7321,busi,0.0,1,1,0.0,0.0,,,0.0,,,
SAM_efficientvit-t__detstats,busi_31157c7321,busi,,1,1,,,,,,,1.0,1.0
A_box,busi_31341a9960,busi,0.9014187455177307,1,1,0.9481538507091464,0.9014187591487445,13.408933484911488,5.005765681718657,0.3252644073673962,0.0408496238329758,,
A_box__detstats,busi_31341a9960,busi,,1,1,,,,,,,0.0,0.0
B_seg,busi_31341a9960,busi,0.9026715755462646,1,1,0.9488464529508338,0.9026715988491574,10.44030650891055,4.956071105117694,0.13716390500656625,0.09801492582409282,,
B_seg__detstats,busi_31341a9960,busi,,1,1,,,,,,,0.0,0.0
SAM_edgesam,busi_31341a9960,busi,0.9230011701583862,1,1,0.9599590437332258,0.9230011933174225,7.280109889280518,3.7106449967663298,0.30297507585391986,0.05242166963773152,,
SAM_edgesam__detstats,busi_31341a9960,busi,,1,1,,,,,,,0.0,0.0
SAM_efficientvit-t,busi_31341a9960,busi,0.0,1,1,0.0,0.0,,,0.0,,,
SAM_efficientvit-t__detstats,busi_31341a9960,busi,,1,1,,,,,,,1.0,1.0
A_box,busi_6e82f75987,busi,0.8181074857711792,1,1,0.8999550126310689,0.8181074619353215,11.180339887498949,6.083492568700597,0.08553639660957774,0.021837349397590362,,
A_box__detstats,busi_6e82f75987,busi,,1,1,,,,,,,0.0,0.0
B_seg,busi_6e82f75987,busi,0.8327440619468689,1,2,0.9087401497564006,0.8327440522562474,11.687581462308012,5.647553515434926,0.21873539427121585,0.09357886089813801,,
B_seg__detstats,busi_6e82f75987,busi,,1,2,,,,,,,0.0,1.0
SAM_edgesam,busi_6e82f75987,busi,0.812850832939148,1,1,0.896765263004517,0.8128508221620551,13.92838827718412,6.195696334151701,0.24253205197735206,0.12075575027382256,,
SAM_edgesam__detstats,busi_6e82f75987,busi,,1,1,,,,,,,0.0,0.0
SAM_efficientvit-t,busi_6e82f75987,busi,0.0,1,1,0.0,0.0,,,0.0,,,
SAM_efficientvit-t__detstats,busi_6e82f75987,busi,,1,1,,,,,,,1.0,1.0
A_box,busi_f5cba98f1d,busi,0.8717673420906067,1,1,0.9314911411995365,0.8717673545966229,33.83784863137726,12.276328039771679,0.1308609334305931,0.06586120524532194,,
A_box__detstats,busi_f5cba98f1d,busi,,1,1,,,,,,,0.0,0.0
B_seg,busi_f5cba98f1d,busi,0.9119725823402405,1,1,0.9539598830825382,0.9119725598036607,18.00138781886599,8.17348527994252,0.11230182971172585,0.0057230153621862226,,
B_seg__detstats,busi_f5cba98f1d,busi,,1,1,,,,,,,0.0,0.0
SAM_edgesam,busi_f5cba98f1d,busi,0.0,1,1,0.0,0.0,,,0.0,,,
SAM_edgesam__detstats,busi_f5cba98f1d,busi,,1,1,,,,,,,1.0,1.0
SAM_efficientvit-t,busi_f5cba98f1d,busi,0.0,1,1,0.0,0.0,,,0.0,,,
SAM_efficientvit-t__detstats,busi_f5cba98f1d,busi,,1,1,,,,,,,1.0,1.0
A_box,busi_70e63630b2,busi,0.9154455661773682,1,1,0.9558565337346375,0.9154455921210666,13.038404810405298,5.596309143466518,0.3327757725151862,0.0580900737084781,,
A_box__detstats,busi_70e63630b2,busi,,1,1,,,,,,,0.0,0.0
B_seg,busi_70e63630b2,busi,0.8626630306243896,1,1,0.9262684708490896,0.8626630081185822,45.896952834837045,10.845846328541972,0.1609631464849799,0.13809786667532553,,
B_seg__detstats,busi_70e63630b2,busi,,1,1,,,,,,,0.0,0.0
SAM_edgesam,busi_70e63630b2,busi,0.7358298897743225,1,1,0.84781334598532,0.7358298614475342,81.60819057547337,17.43312317611049,0.3675551096770695,0.2548137805630419,,
SAM_edgesam__detstats,busi_70e63630b2,busi,,1,1,,,,,,,0.0,0.0
SAM_efficientvit-t,busi_70e63630b2,busi,0.0,1,1,0.0,0.0,,,0.0,,,
SAM_efficientvit-t__detstats,busi_70e63630b2,busi,,1,1,,,,,,,1.0,1.0
A_box,busi_d6ece3a2e2,busi,0.9349038600921631,1,1,0.9663569023569023,0.9349038411424402,5.0,2.215588811108106,0.5199242838185935,0.0217935738263974,,
A_box__detstats,busi_d6ece3a2e2,busi,,1,1,,,,,,,0.0,0.0
B_seg,busi_d6ece3a2e2,busi,0.936942458152771,1,1,0.9674448149912657,0.9369424792371578,5.830951894845301,2.2532051965319564,0.5353640523983632,0.013214685351947567,,
B_seg__detstats,busi_d6ece3a2e2,busi,,1,1,,,,,,,0.0,0.0
SAM_edgesam,busi_d6ece3a2e2,busi,0.0,1,1,0.0,0.0,,,0.0,,,
SAM_edgesam__detstats,busi_d6ece3a2e2,busi,,1,1,,,,,,,1.0,1.0
SAM_efficientvit-t,busi_d6ece3a2e2,busi,0.0,1,1,0.0,0.0,,,0.0,,,
SAM_efficientvit-t__detstats,busi_d6ece3a2e2,busi,,1,1,,,,,,,1.0,1.0
A_box,busi_21ebb876bc,busi,0.8189129829406738,1,1,0.9004421814283801,0.81891299049476,10.198039027185569,2.8802968445259207,0.625659050966608,0.1393667414609823,,
A_box__detstats,busi_21ebb876bc,busi,,1,1,,,,,,,0.0,0.0
B_seg,busi_21ebb876bc,busi,0.0,1,1,0.0,0.0,,,0.0,,,
B_seg__detstats,busi_21ebb876bc,busi,,1,1,,,,,,,1.0,1.0
SAM_edgesam,busi_21ebb876bc,busi,0.8602833151817322,1,1,0.9248949579831933,0.8602833414753297,5.398749279252385,2.1819336171945576,0.5980602413495086,0.1012216404886562,,
SAM_edgesam__detstats,busi_21ebb876bc,busi,,1,1,,,,,,,0.0,0.0
SAM_efficientvit-t,busi_21ebb876bc,busi,0.0,1,1,0.0,0.0,,,0.0,,,
