method,n,end2end_ms_mean,end2end_ms_median,end2end_ms_std,seg_only_ms_mean,fps
A_box,400,16.334847295220243,14.918435004801722,8.021605689990604,6.886885082694789,61.21881532939773
B_seg,400,10.243854027485213,9.620293501939159,2.6365174443494923,10.243854027485213,97.61950895794756
SAM_edgesam,400,35.208557975038275,34.812850499292836,10.468750880524977,8.819084852475498,28.4021856478464
SAM_efficientvit-t,400,99.0314582225983,101.74504599854117,21.964434770591282,9.578363257751334,10.097801425404104
