method,uid,dataset,modality,match_iou,n_gt,n_pred,dice,iou,hd95,assd,bf1,area_err,pred_pt_err,n_miss,n_fp,rough_pt_err
refiner_gtbox__detstats,busi_1af81235cf,busi,breast,,1,1,,,,,,,,0.0,0.0,
rough_otsu_gtbox,busi_1af81235cf,busi,breast,0.8547378778457642,1,1,0.9216805261155497,0.8547379032258065,7.0710678118654755,3.4265388060786197,0.38417799752781207,0.13944787137223177,3.831462860107422,,,3.831462860107422
rough_otsu_gtbox__detstats,busi_1af81235cf,busi,breast,,1,1,,,,,,,,0.0,0.0,
yolo26n_seg,busi_0e203e8363,busi,breast,0.8357639908790588,1,1,0.9105353190749099,0.8357639628131431,34.68637806438337,10.369984337423874,0.17748304188925915,0.11225656309966113,13.0966157913208,,,
yolo26n_seg__detstats,busi_0e203e8363,busi,breast,,1,1,,,,,,,,0.0,0.0,
seg_refiner,busi_0e203e8363,busi,breast,0.8630217909812927,1,1,0.9264752664227771,0.8630218172389524,27.202941017470888,8.524575978287205,0.2808960357565335,0.0534846690891275,9.632956504821777,,,12.64474868774414
seg_refiner__detstats,busi_0e203e8363,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner,busi_0e203e8363,busi,breast,0.8752021789550781,1,1,0.933448343139973,0.87520218747593,26.451728448773526,7.506861445056721,0.25610365581336,0.012023843547135916,9.371805191040039,,,25.13264274597168
refiner__detstats,busi_0e203e8363,busi,breast,,1,1,,,,,,,,0.0,0.0,
rough_otsu,busi_0e203e8363,busi,breast,0.700218915939331,1,1,0.8236809072414838,0.7002189391569923,59.0,18.241968713127477,0.12982441076718326,0.11350181684562936,25.32990264892578,,,25.32990264892578
rough_otsu__detstats,busi_0e203e8363,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner_box,busi_0e203e8363,busi,breast,0.9153149724006653,1,1,0.9557853171922898,0.9153149567121106,10.324565414571685,4.825159917405482,0.16372097395882299,0.0354591107663414,5.622716426849365,,,30.504840850830078
refiner_box__detstats,busi_0e203e8363,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner_gtbox,busi_0e203e8363,busi,breast,0.8244270086288452,1,1,0.9037654107872727,0.8244270156046815,35.38078472925018,10.743233046718686,0.22448077772867875,0.16700689993059242,12.663650512695312,,,25.859333038330078
refiner_gtbox__detstats,busi_0e203e8363,busi,breast,,1,1,,,,,,,,0.0,0.0,
rough_otsu_gtbox,busi_0e203e8363,busi,breast,0.716963529586792,1,1,0.8351528878822198,0.716963521816909,67.0,18.100498368168463,0.2170515340903534,0.19744416772138978,25.857341766357422,,,25.857341766357422
rough_otsu_gtbox__detstats,busi_0e203e8363,busi,breast,,1,1,,,,,,,,0.0,0.0,
yolo26n_seg,busi_8c1f838d6c,busi,breast,0.9112067818641663,1,1,0.9535407456835433,0.9112067591264148,8.200222875501128,1.8651477015998772,0.7535306592067862,0.016051629985106734,1.5804946422576904,,,
yolo26n_seg__detstats,busi_8c1f838d6c,busi,breast,,1,1,,,,,,,,0.0,0.0,
seg_refiner,busi_8c1f838d6c,busi,breast,0.9048007726669312,1,1,0.9500214316330905,0.9048007838014369,6.3520544413203925,1.9701258609447594,0.7253774088636474,0.06966738374979314,1.8263791799545288,,,1.9103522300720215
seg_refiner__detstats,busi_8c1f838d6c,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner,busi_8c1f838d6c,busi,breast,0.8609046936035156,1,1,0.9252539282923865,0.8609046849757673,10.44030650891055,2.896652592378741,0.640016070711129,0.09382756908820122,3.2976691722869873,,,7.762434959411621
refiner__detstats,busi_8c1f838d6c,busi,breast,,1,1,,,,,,,,0.0,0.0,
rough_otsu,busi_8c1f838d6c,busi,breast,0.7171934247016907,1,1,0.8353088561241206,0.7171934469634288,17.899655142812133,6.326084791417501,0.19064058304564632,0.28280655303657126,7.765047073364258,,,7.765047073364258
rough_otsu__detstats,busi_8c1f838d6c,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner_box,busi_8c1f838d6c,busi,breast,0.8791030049324036,1,1,0.9356624005534417,0.8791030224244394,6.324555320336759,2.4672342521904183,0.546447067606028,0.08638093662088367,2.6985769271850586,,,10.677654266357422
refiner_box__detstats,busi_8c1f838d6c,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner_gtbox,busi_8c1f838d6c,busi,breast,0.8472632169723511,1,1,0.9173172462739532,0.8472631923959357,11.180339887498949,3.200178961809298,0.5861850264967866,0.13470130729769983,3.759859561920166,,,8.645210266113281
refiner_gtbox__detstats,busi_8c1f838d6c,busi,breast,,1,1,,,,,,,,0.0,0.0,
rough_otsu_gtbox,busi_8c1f838d6c,busi,breast,0.6763148903846741,1,1,0.8069067587567834,0.6763149189546808,19.297108858078907,7.1221605610793945,0.10843045048728958,0.3228528876385901,8.64847469329834,,,8.64847469329834
rough_otsu_gtbox__detstats,busi_8c1f838d6c,busi,breast,,1,1,,,,,,,,0.0,0.0,
yolo26n_seg,busi_cfd961e96d,busi,breast,0.8739347457885742,1,1,0.9327269876117297,0.87393476344402,6.324555320336759,1.8773112760993915,0.7603960396039603,0.09219160104986876,2.2344534397125244,,,
yolo26n_seg__detstats,busi_cfd961e96d,busi,breast,,1,1,,,,,,,,0.0,0.0,
seg_refiner,busi_cfd961e96d,busi,breast,0.8854638934135437,1,1,0.9392530854303575,0.8854638863705047,5.385164807134504,1.6389414217993288,0.7850289429862818,0.04691601049868766,1.7308515310287476,,,2.013209342956543
seg_refiner__detstats,busi_cfd961e96d,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner,busi_cfd961e96d,busi,breast,0.8836010694503784,1,1,0.9382040553588671,0.8836010912397696,5.059411708155667,1.6491178363075585,0.7426326129666012,0.03871391076115486,1.859933853149414,,,2.378164291381836
refiner__detstats,busi_cfd961e96d,busi,breast,,1,1,,,,,,,,0.0,0.0,
rough_otsu,busi_cfd961e96d,busi,breast,0.8373983502388,1,1,0.911504424778761,0.8373983739837398,5.0,2.166237448056445,0.5994759825327511,0.07217847769028872,2.3877787590026855,,,2.3877787590026855
rough_otsu__detstats,busi_cfd961e96d,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner_box,busi_cfd961e96d,busi,breast,0.8735877871513367,1,1,0.932529335071708,0.873587786259542,6.057933771208752,1.8069904763310962,0.7061040521031926,0.013123359580052493,2.0333034992218018,,,4.5195417404174805
refiner_box__detstats,busi_cfd961e96d,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner_gtbox,busi_cfd961e96d,busi,breast,0.8897396922111511,1,1,0.9416531604538088,0.889739663093415,5.0,1.547639224800111,0.7676743199854607,0.024278215223097113,1.6728720664978027,,,2.181293487548828
refiner_gtbox__detstats,busi_cfd961e96d,busi,breast,,1,1,,,,,,,,0.0,0.0,
rough_otsu_gtbox,busi_cfd961e96d,busi,breast,0.8521932363510132,1,1,0.9201990732795606,0.8521932612841704,5.0,1.984647095267559,0.605535709696487,0.08825459317585302,2.1580309867858887,,,2.1580309867858887
rough_otsu_gtbox__detstats,busi_cfd961e96d,busi,breast,,1,1,,,,,,,,0.0,0.0,
yolo26n_seg,busi_6d2d131466,busi,breast,0.8917393684387207,1,1,0.9427719012747491,0.8917393535146229,4.242640687119285,2.1227063262292933,0.5476743805440084,0.06979790419161677,2.333616018295288,,,
yolo26n_seg__detstats,busi_6d2d131466,busi,breast,,1,1,,,,,,,,0.0,0.0,
seg_refiner,busi_6d2d131466,busi,breast,0.9226840734481812,1,1,0.9597874874049648,0.9226840436773511,4.123105625617661,1.4320799243785154,0.8125227520931926,0.04285179640718563,1.6543052196502686,,,2.245023250579834
seg_refiner__detstats,busi_6d2d131466,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner,busi_6d2d131466,busi,breast,0.9119474291801453,1,1,0.9539461467038068,0.911947452511983,3.7041634565979917,1.6012621188261285,0.7025101214574898,0.015344311377245509,1.7851569652557373,,,6.060417652130127
refiner__detstats,busi_6d2d131466,busi,breast,,1,1,,,,,,,,0.0,0.0,
rough_otsu,busi_6d2d131466,busi,breast,0.76877760887146,1,1,0.8692756036636137,0.7687776141384389,14.0,5.315204420253023,0.32571506774325987,0.24738023952095808,6.052464485168457,,,6.052464485168457
rough_otsu__detstats,busi_6d2d131466,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner_box,busi_6d2d131466,busi,breast,0.9145586490631104,1,1,0.9553728171486648,0.9145586414293295,3.605551275463989,1.5508371568575,0.7466869763899467,0.025261976047904193,1.8305948972702026,,,6.123337268829346
refiner_box__detstats,busi_6d2d131466,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner_gtbox,busi_6d2d131466,busi,breast,0.9049488306045532,1,1,0.9501030189017289,0.9049488054607508,5.656854249492381,1.8751164370238842,0.6797364615137393,0.08888473053892215,2.197970390319824,,,2.706240177154541
refiner_gtbox__detstats,busi_6d2d131466,busi,breast,,1,1,,,,,,,,0.0,0.0,
rough_otsu_gtbox,busi_6d2d131466,busi,breast,0.8655203580856323,1,1,0.9279130687882022,0.8655203619909502,6.708203932499369,2.525364067363827,0.5658332541116076,0.07129491017964072,2.7403526306152344,,,2.7403526306152344
rough_otsu_gtbox__detstats,busi_6d2d131466,busi,breast,,1,1,,,,,,,,0.0,0.0,
yolo26n_seg,busi_873f42e663,busi,breast,0.9269793033599854,1,1,0.9621061232827741,0.9269792845544457,6.082762530298219,2.5812944517533936,0.5240715984652512,0.03650546021840874,2.8479175567626953,,,
yolo26n_seg__detstats,busi_873f42e663,busi,breast,,1,1,,,,,,,,0.0,0.0,
seg_refiner,busi_873f42e663,busi,breast,0.9131159782409668,1,1,0.9545850875663286,0.9131160041940711,7.615773105863909,3.0971953308733626,0.4614945590137737,0.0874154966198648,3.5801031589508057,,,2.7898669242858887
seg_refiner__detstats,busi_873f42e663,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner,busi_873f42e663,busi,breast,0.9177893996238708,1,1,0.9571326384631106,0.9177894272696095,9.433981132056603,2.9119975441781136,0.5007648912714728,0.035569422776911074,3.525951385498047,,,5.62316370010376
refiner__detstats,busi_873f42e663,busi,breast,,1,1,,,,,,,,0.0,0.0,
rough_otsu,busi_873f42e663,busi,breast,0.8845895528793335,1,1,0.9387609718865284,0.8845895665515918,16.0,4.2669189755979495,0.4829457129371825,0.043941757670306815,5.603797912597656,,,5.603797912597656
rough_otsu__detstats,busi_873f42e663,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner_box,busi_873f42e663,busi,breast,0.901735782623291,1,1,0.9483292000102268,0.9017357903437545,8.06225774829855,3.548078356606063,0.32277685442534115,0.033957358294331774,3.7620577812194824,,,11.122861862182617
refiner_box__detstats,busi_873f42e663,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner_gtbox,busi_873f42e663,busi,breast,0.9034193158149719,1,1,0.9492593921377684,0.9034193453977855,9.219544457292887,3.49262010461325,0.43093447024822185,0.02922516900676027,4.132450103759766,,,5.875457763671875
refiner_gtbox__detstats,busi_873f42e663,busi,breast,,1,1,,,,,,,,0.0,0.0,
rough_otsu_gtbox,busi_873f42e663,busi,breast,0.8796217441558838,1,1,0.9359561302007345,0.8796217494089834,17.804493814764857,4.430405498075604,0.4967794415485242,0.0672906916276651,5.875737190246582,,,5.875737190246582
rough_otsu_gtbox__detstats,busi_873f42e663,busi,breast,,1,1,,,,,,,,0.0,0.0,
yolo26n_seg,busi_22d1a239ff,busi,breast,0.9166440963745117,1,1,0.9565094406336185,0.916644076985633,11.0,4.340752365123484,0.3003710682251182,0.021009003858796626,4.476573467254639,,,
yolo26n_seg__detstats,busi_22d1a239ff,busi,breast,,1,1,,,,,,,,0.0,0.0,
seg_refiner,busi_22d1a239ff,busi,breast,0.9016677737236023,1,1,0.9482915689870881,0.9016677446179433,12.36931687685298,5.18632876221115,0.2764218321888363,0.03899290171978467,5.569670677185059,,,5.057770729064941
seg_refiner__detstats,busi_22d1a239ff,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner,busi_22d1a239ff,busi,breast,0.7563988566398621,1,1,0.8613064791133845,0.7563988582658743,35.6931365951495,13.655636033621503,0.1442125237191651,0.21180505931113333,15.249129295349121,,,23.64834976196289
refiner__detstats,busi_22d1a239ff,busi,breast,,1,1,,,,,,,,0.0,0.0,
rough_otsu,busi_22d1a239ff,busi,breast,0.5788369178771973,1,1,0.7332447058507567,0.5788368986791613,64.8459713474939,18.574266035945545,0.06927555457292357,0.22616835786765757,23.601999282836914,,,23.601999282836914
rough_otsu__detstats,busi_22d1a239ff,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner_box,busi_22d1a239ff,busi,breast,0.8875809907913208,1,1,0.9404428035547351,0.8875809693991512,14.866068747318506,6.061044934114943,0.34099197665937275,0.012934114620551666,6.8828325271606445,,,21.4802303314209
refiner_box__detstats,busi_22d1a239ff,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner_gtbox,busi_22d1a239ff,busi,breast,0.7295628786087036,1,1,0.8436384523858368,0.7295628725518024,34.36568055487916,14.415604134722791,0.07872902871201612,0.25832499642704015,16.04534149169922,,,23.769832611083984
refiner_gtbox__detstats,busi_22d1a239ff,busi,breast,,1,1,,,,,,,,0.0,0.0,
rough_otsu_gtbox,busi_22d1a239ff,busi,breast,0.5793955326080322,1,1,0.7336927736205234,0.5793955513609746,64.58326982982388,18.889759607782434,0.07183449709944588,0.24608165404220855,23.515087127685547,,,23.515087127685547
rough_otsu_gtbox__detstats,busi_22d1a239ff,busi,breast,,1,1,,,,,,,,0.0,0.0,
yolo26n_seg,busi_888dc0e64a,busi,breast,0.7247901558876038,1,2,0.840438634828559,0.7247901319170806,45.62181189799593,11.930055049146842,0.26389116538272417,0.23795855502660318,12.053175926208496,,,
yolo26n_seg__detstats,busi_888dc0e64a,busi,breast,,1,2,,,,,,,,0.0,1.0,
seg_refiner,busi_888dc0e64a,busi,breast,0.8145735859870911,1,2,0.8978126627483074,0.8145735596881434,24.041630560342615,7.810253726126307,0.2924293039294134,0.11803416409969196,9.274991035461426,,,17.593944549560547
seg_refiner__detstats,busi_888dc0e64a,busi,breast,,1,2,,,,,,,,0.0,1.0,
refiner,busi_888dc0e64a,busi,breast,0.631557047367096,1,1,0.7741770751324553,0.63155702135046,49.101877806572276,17.17076902385077,0.21518241710497182,0.35490758891066926,16.24671173095703,,,19.38603401184082
refiner__detstats,busi_888dc0e64a,busi,breast,,1,1,,,,,,,,0.0,0.0,
rough_otsu,busi_888dc0e64a,busi,breast,0.554158627986908,1,1,0.7131300560049783,0.5541586073500967,48.85884481656783,18.97643072006084,0.06694768162658071,0.3686992439092691,19.395368576049805,,,19.395368576049805
rough_otsu__detstats,busi_888dc0e64a,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner_box,busi_888dc0e64a,busi,breast,0.6466180682182312,1,1,0.7853892560792307,0.6466180708594677,40.8827171453048,17.02911086896402,0.1417430150677671,0.2999509941192943,16.276004791259766,,,18.353612899780273
refiner_box__detstats,busi_888dc0e64a,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner_gtbox,busi_888dc0e64a,busi,breast,0.6983537077903748,1,1,0.8223890059101413,0.6983537093637121,44.08602614393341,13.590583345001573,0.1602040772132546,0.28832959955194626,13.050086975097656,,,19.461185455322266
refiner_gtbox__detstats,busi_888dc0e64a,busi,breast,,1,1,,,,,,,,0.0,0.0,
rough_otsu_gtbox,busi_888dc0e64a,busi,breast,0.553332507610321,1,1,0.7124456705102507,0.553332511252235,48.66462307959612,17.218728139232226,0.08009649337482082,0.23624334920190423,19.487098693847656,,,19.487098693847656
rough_otsu_gtbox__detstats,busi_888dc0e64a,busi,breast,,1,1,,,,,,,,0.0,0.0,
yolo26n_seg,busi_62445ce52f,busi,breast,0.7213796973228455,1,1,0.8381412928686566,0.721379706262259,28.485477697880388,10.715968933221784,0.1553529571127366,0.3860742705570292,14.765874862670898,,,
yolo26n_seg__detstats,busi_62445ce52f,busi,breast,,1,1,,,,,,,,0.0,0.0,
seg_refiner,busi_62445ce52f,busi,breast,0.7817453742027283,1,1,0.8775051507772991,0.7817453695978642,12.529964086141668,6.865689964382424,0.11575676426748857,0.12427055702917772,7.805084228515625,,,12.754652976989746
seg_refiner__detstats,busi_62445ce52f,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner,busi_62445ce52f,busi,breast,0.6986435055732727,1,1,0.8225899083823328,0.6986435008826536,31.91550104037886,10.420932295113154,0.16435286061134283,0.42473474801061006,12.088664054870605,,,13.689501762390137
refiner__detstats,busi_62445ce52f,busi,breast,,1,1,,,,,,,,0.0,0.0,
rough_otsu,busi_62445ce52f,busi,breast,0.633419394493103,1,1,0.7755747206122958,0.6334193957512343,43.213031586517076,12.170973394702868,0.20842480415820194,0.3913129973474801,13.62781810760498,,,13.62781810760498
rough_otsu__detstats,busi_62445ce52f,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner_box,busi_62445ce52f,busi,breast,0.6181017160415649,1,1,0.763983777457198,0.6181017397049108,38.50452280046007,14.495274311863552,0.1371486911885653,0.4362732095490716,15.720870971679688,,,23.965717315673828
refiner_box__detstats,busi_62445ce52f,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner_gtbox,busi_62445ce52f,busi,breast,0.7041103839874268,1,1,0.8263670906988271,0.7041103603603603,23.600847442411894,9.041231748746217,0.13586869678361904,0.006962864721485411,9.376176834106445,,,10.848112106323242
refiner_gtbox__detstats,busi_62445ce52f,busi,breast,,1,1,,,,,,,,0.0,0.0,
rough_otsu_gtbox,busi_62445ce52f,busi,breast,0.6987866163253784,1,1,0.8226891007441499,0.698786617251358,33.0128758326726,9.361207977902367,0.3401993285051422,0.21889920424403184,10.884542465209961,,,10.884542465209961
rough_otsu_gtbox__detstats,busi_62445ce52f,busi,breast,,1,1,,,,,,,,0.0,0.0,
yolo26n_seg,busi_31157c7321,busi,breast,0.0,1,1,0.0,0.0,,,0.0,,,,,
yolo26n_seg__detstats,busi_31157c7321,busi,breast,,1,1,,,,,,,,1.0,1.0,
seg_refiner,busi_31157c7321,busi,breast,0.0,1,1,0.0,0.0,,,0.0,,,,,
seg_refiner__detstats,busi_31157c7321,busi,breast,,1,1,,,,,,,,1.0,1.0,
refiner,busi_31157c7321,busi,breast,0.6021984815597534,1,1,0.751715213516615,0.6021984900050855,49.05608478903013,15.171190737203457,0.10643305902132555,0.4754910849199154,17.900915145874023,,,26.599308013916016
refiner__detstats,busi_31157c7321,busi,breast,,1,1,,,,,,,,0.0,0.0,
rough_otsu,busi_31157c7321,busi,breast,0.0,1,1,0.0,0.0,,,0.0,,,,,
rough_otsu__detstats,busi_31157c7321,busi,breast,,1,1,,,,,,,,1.0,1.0,
refiner_box,busi_31157c7321,busi,breast,0.5589881539344788,1,1,0.7171166318813259,0.5589881743754811,54.635077063592384,21.045103233596556,0.0413747080413747,0.6932003626473254,24.027507781982422,,,42.66083526611328
refiner_box__detstats,busi_31157c7321,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner_gtbox,busi_31157c7321,busi,breast,0.7231502532958984,1,1,0.8393350899450246,0.7231502242152467,20.408298701802334,8.82707402982828,0.11329237224636596,0.14197642792384407,10.439386367797852,,,11.282235145568848
refiner_gtbox__detstats,busi_31157c7321,busi,breast,,1,1,,,,,,,,0.0,0.0,
rough_otsu_gtbox,busi_31157c7321,busi,breast,0.736602246761322,1,1,0.8483257918552036,0.7366022316517365,35.414675072995,7.221162796332784,0.3519184616752096,0.003626473254759746,11.412850379943848,,,11.412850379943848
rough_otsu_gtbox__detstats,busi_31157c7321,busi,breast,,1,1,,,,,,,,0.0,0.0,
yolo26n_seg,busi_31341a9960,busi,breast,0.9026715755462646,1,1,0.9488464529508338,0.9026715988491574,10.44030650891055,4.956071105117694,0.13716390500656625,0.09801492582409282,4.900202751159668,,,
yolo26n_seg__detstats,busi_31341a9960,busi,breast,,1,1,,,,,,,,0.0,0.0,
seg_refiner,busi_31341a9960,busi,breast,0.8572651743888855,1,1,0.9231478635106056,0.8572652012560662,18.788294228055936,7.844141982208715,0.23173126922105514,0.16231078345469377,8.67928695678711,,,5.422455310821533
seg_refiner__detstats,busi_31341a9960,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner,busi_31341a9960,busi,breast,0.9094420075416565,1,1,0.9525735725172939,0.9094419880226116,10.63014581273465,4.552377998650554,0.31998117304750595,0.061576577937577426,5.2404656410217285,,,10.18114948272705
refiner__detstats,busi_31341a9960,busi,breast,,1,1,,,,,,,,0.0,0.0,
rough_otsu,busi_31341a9960,busi,breast,0.8623066544532776,1,1,0.926063008189316,0.8623066485753053,26.65693092381705,7.753821271847693,0.24015671107147687,0.07348098014925825,10.137483596801758,,,10.137483596801758
rough_otsu__detstats,busi_31341a9960,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner_box,busi_31341a9960,busi,breast,0.9014187455177307,1,1,0.9481538507091464,0.9014187591487445,13.408933484911488,5.005765681718657,0.3252644073673962,0.0408496238329758,5.496228218078613,,,15.901275634765625
refiner_box__detstats,busi_31341a9960,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner_gtbox,busi_31341a9960,busi,breast,0.8812697529792786,1,1,0.9368882500898311,0.8812697725982208,16.1245154965971,6.263473923478172,0.2348816827344435,0.10215427380125087,6.740484714508057,,,5.573556900024414
refiner_gtbox__detstats,busi_31341a9960,busi,breast,,1,1,,,,,,,,0.0,0.0,
rough_otsu_gtbox,busi_31341a9960,busi,breast,0.899927020072937,1,1,0.9473279962187232,0.8999270359768761,14.0,5.003041394448875,0.3218094251572461,0.04556304196754993,5.701751232147217,,,5.701751232147217
rough_otsu_gtbox__detstats,busi_31341a9960,busi,breast,,1,1,,,,,,,,0.0,0.0,
yolo26n_seg,busi_6e82f75987,busi,breast,0.8327440619468689,1,2,0.9087401497564006,0.8327440522562474,11.687581462308012,5.647553515434926,0.21873539427121585,0.09357886089813801,5.662066459655762,,,
yolo26n_seg__detstats,busi_6e82f75987,busi,breast,,1,2,,,,,,,,0.0,1.0,
seg_refiner,busi_6e82f75987,busi,breast,0.8531776070594788,1,2,0.9207726194510335,0.8531775935694549,9.486832980505138,4.704396997385743,0.2255207326416486,0.020125958378970427,5.316309928894043,,,6.139285087585449
seg_refiner__detstats,busi_6e82f75987,busi,breast,,1,2,,,,,,,,0.0,1.0,
refiner,busi_6e82f75987,busi,breast,0.8557648658752441,1,1,0.9222772622619131,0.8557648734382081,8.0,4.590969857688446,0.1692875621312095,0.03765060240963856,4.9634552001953125,,,5.282235145568848
refiner__detstats,busi_6e82f75987,busi,breast,,1,1,,,,,,,,0.0,0.0,
rough_otsu,busi_6e82f75987,busi,breast,0.8361291885375977,1,1,0.91075203324854,0.8361292020261825,13.416407864998739,5.159369628255461,0.2549050944138473,0.08933461117196057,5.312841415405273,,,5.312841415405273
rough_otsu__detstats,busi_6e82f75987,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner_box,busi_6e82f75987,busi,breast,0.8181074857711792,1,1,0.8999550126310689,0.8181074619353215,11.180339887498949,6.083492568700597,0.08553639660957774,0.021837349397590362,6.2497944831848145,,,8.06407356262207
refiner_box__detstats,busi_6e82f75987,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner_gtbox,busi_6e82f75987,busi,breast,0.8697890043258667,1,1,0.9303605835397742,0.8697889861039629,8.0,4.091286581939142,0.18266006706051413,0.0104052573932092,4.502371311187744,,,5.044373989105225
refiner_gtbox__detstats,busi_6e82f75987,busi,breast,,1,1,,,,,,,,0.0,0.0,
rough_otsu_gtbox,busi_6e82f75987,busi,breast,0.8519187569618225,1,1,0.9200390053632375,0.8519187358916479,12.041594578792296,4.782707577741334,0.28748890860692106,0.03436473165388828,5.0784759521484375,,,5.0784759521484375
rough_otsu_gtbox__detstats,busi_6e82f75987,busi,breast,,1,1,,,,,,,,0.0,0.0,
yolo26n_seg,busi_f5cba98f1d,busi,breast,0.9119725823402405,1,1,0.9539598830825382,0.9119725598036607,18.00138781886599,8.17348527994252,0.11230182971172585,0.0057230153621862226,8.622503280639648,,,
yolo26n_seg__detstats,busi_f5cba98f1d,busi,breast,,1,1,,,,,,,,0.0,0.0,
seg_refiner,busi_f5cba98f1d,busi,breast,0.8772453665733337,1,1,0.9346091853181809,0.877245394308476,42.71591835079104,11.599079949073566,0.22283706405281445,0.0995789163493676,12.512210845947266,,,8.951681137084961
seg_refiner__detstats,busi_f5cba98f1d,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner,busi_f5cba98f1d,busi,breast,0.6851459741592407,1,1,0.8131592121389978,0.6851459946911022,106.13340154463774,27.13023998509015,0.07592617244700595,0.20309725248734034,29.314016342163086,,,63.7569465637207
refiner__detstats,busi_f5cba98f1d,busi,breast,,1,1,,,,,,,,0.0,0.0,
rough_otsu,busi_f5cba98f1d,busi,breast,0.5157846212387085,1,1,0.6805513232226155,0.5157846115582085,134.0,46.070310395493685,0.030828703867520613,0.015044240924988173,63.81715774536133,,,63.81715774536133
rough_otsu__detstats,busi_f5cba98f1d,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner_box,busi_f5cba98f1d,busi,breast,0.8717673420906067,1,1,0.9314911411995365,0.8717673545966229,33.83784863137726,12.276328039771679,0.1308609334305931,0.06586120524532194,13.373664855957031,,,47.00517654418945
refiner_box__detstats,busi_f5cba98f1d,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner_gtbox,busi_f5cba98f1d,busi,breast,0.7529827952384949,1,1,0.8590874759681406,0.7529827728879862,109.77021451565568,27.845782411367352,0.08565496890219751,0.19295402200801842,31.296916961669922,,,61.47679138183594
refiner_gtbox__detstats,busi_f5cba98f1d,busi,breast,,1,1,,,,,,,,0.0,0.0,
rough_otsu_gtbox,busi_f5cba98f1d,busi,breast,0.5559260845184326,1,1,0.7145918834496757,0.5559260706766349,134.66439456187237,43.662454752895414,0.059137966032884494,0.08589951377633712,61.444664001464844,,,61.444664001464844
rough_otsu_gtbox__detstats,busi_f5cba98f1d,busi,breast,,1,1,,,,,,,,0.0,0.0,
yolo26n_seg,busi_70e63630b2,busi,breast,0.8626630306243896,1,1,0.9262684708490896,0.8626630081185822,45.896952834837045,10.845846328541972,0.1609631464849799,0.13809786667532553,13.451939582824707,,,
yolo26n_seg__detstats,busi_70e63630b2,busi,breast,,1,1,,,,,,,,0.0,0.0,
seg_refiner,busi_70e63630b2,busi,breast,0.8426743149757385,1,1,0.9146210071853224,0.8426743222784014,37.48332962798263,11.843726216462844,0.1718889958913845,0.09457089976296393,13.623812675476074,,,14.947260856628418
seg_refiner__detstats,busi_70e63630b2,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner,busi_70e63630b2,busi,breast,0.8368370532989502,1,1,0.9111717837763582,0.8368370420602753,49.73479642046239,12.395930929852359,0.20873608861487017,0.10903659447348768,13.301349639892578,,,18.535907745361328
refiner__detstats,busi_70e63630b2,busi,breast,,1,1,,,,,,,,0.0,0.0,
rough_otsu,busi_70e63630b2,busi,breast,0.7684555053710938,1,1,0.8690696603235101,0.7684555182878134,63.967159707805344,15.690143005334253,0.20982619470806213,0.2023736078189434,18.422367095947266,,,18.422367095947266
rough_otsu__detstats,busi_70e63630b2,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner_box,busi_70e63630b2,busi,breast,0.9154455661773682,1,1,0.9558565337346375,0.9154455921210666,13.038404810405298,5.596309143466518,0.3327757725151862,0.0580900737084781,6.156126022338867,,,25.35358238220215
refiner_box__detstats,busi_70e63630b2,busi,breast,,1,1,,,,,,,,0.0,0.0,
refiner_gtbox,busi_70e63630b2,busi,breast,0.7752195000648499,1,1,0.8733787625795388,0.7752195090687688,57.30226795341278,17.21629373761539,0.14782346709688707,0.20120466279183039,17.15995216369629,,,18.649078369140625
