method,uid,dataset,modality,match_iou,n_gt,n_pred,dice,iou,hd95,assd,bf1,area_err,pred_pt_err,n_miss,n_fp,rough_pt_err,eval
rough_otsu_gtbox,busi_6ca345f4b1,busi,breast,0.7640050649642944,1,1,0.8662164104037936,0.7640050697084918,13.96061355245126,5.000565415117525,0.4070341562394318,0.1604546656093048,5.22678804397583,,,5.22678804397583,v3_eval_A5
yolo26n_seg,busi_9460d57994,busi,breast,0.8912110328674316,1,1,0.942476566354218,0.8912110468370965,5.0,1.8421252795949368,0.6647908939762117,0.0662589194699286,1.7783671617507937,,,,v3_eval_A5
refiner,busi_9460d57994,busi,breast,0.8817309737205505,1,1,0.9371488033298648,0.881730957509301,5.0,1.963282506985556,0.6879589216944801,0.0407747196738022,2.0809695720672607,,,5.01618242263794,v3_eval_A5
rough_otsu,busi_9460d57994,busi,breast,0.7329738140106201,1,1,0.8459144865737006,0.7329738366287198,9.0,4.607383402890706,0.1680362410450906,0.2309887869520897,4.996407508850098,,,4.996407508850098,v3_eval_A5
refiner_gtbox,busi_9460d57994,busi,breast,0.8796278834342957,1,1,0.935959595959596,0.8796278716536928,4.242640687119285,2.0371874355017416,0.6015291207555655,0.018348623853211,2.2335362434387207,,,4.275197982788086,v3_eval_A5
rough_otsu_gtbox,busi_9460d57994,busi,breast,0.7732042074203491,1,1,0.8720983158852982,0.7732041969330105,8.94427190999916,4.00319279886774,0.2751336217867142,0.2083588175331294,4.291159629821777,,,4.291159629821777,v3_eval_A5
yolo26n_seg,busi_bd7080a2a6,busi,breast,0.8568075299263,1,1,0.922882427307206,0.8568075117370892,7.0,2.641076232713116,0.4355579573088355,0.0441540091840339,2.882511615753174,,,,v3_eval_A5
refiner,busi_bd7080a2a6,busi,breast,0.80243319272995,1,1,0.8903888202300599,0.8024331734064428,8.94427190999916,3.8026292311777583,0.3711775043936731,0.1421759095725892,3.760969638824463,,,6.532341957092285,v3_eval_A5
rough_otsu,busi_bd7080a2a6,busi,breast,0.6730368137359619,1,1,0.8045690550363448,0.673036831132731,17.0,6.095977304302016,0.3978349120433017,0.2991875662310138,6.492680072784424,,,6.492680072784424,v3_eval_A5
refiner_gtbox,busi_bd7080a2a6,busi,breast,0.853150486946106,1,1,0.920756837766954,0.8531504947057802,7.211102550927978,2.7384507566644984,0.4985113060271989,0.1144471918050158,2.9081931114196777,,,5.542057991027832,v3_eval_A5
rough_otsu_gtbox,busi_bd7080a2a6,busi,breast,0.7390924692153931,1,1,0.8499749121926744,0.7390924956369983,13.877895315414069,4.991351857555399,0.4057861397371655,0.2400211939244083,5.574129104614258,,,5.574129104614258,v3_eval_A5
yolo26n_seg,busi_479bc9d958,busi,breast,0.5130279660224915,1,2,0.6781473463229023,0.5130279418333415,111.31936040060596,41.93632169221125,0.0099906148769337,0.1927528714338643,45.74567413330078,,,,v3_eval_A5
refiner,busi_479bc9d958,busi,breast,0.0,1,1,0.0,0.0,,,0.0,,,,,,v3_eval_A5
rough_otsu,busi_479bc9d958,busi,breast,0.0,1,1,0.0,0.0,,,0.0,,,,,,v3_eval_A5
refiner_gtbox,busi_479bc9d958,busi,breast,0.5213315486907959,1,1,0.6853621730382293,0.5213315477329252,87.92837979194562,27.727671101235245,0.0527171394705245,0.4679362726935902,32.882110595703125,,,41.895755767822266,v3_eval_A5
rough_otsu_gtbox,busi_479bc9d958,busi,breast,0.5865908265113831,1,1,0.7394355530872924,0.5865908362704262,94.0,26.654040626119045,0.1105144081665474,0.2387254538718043,41.82941818237305,,,41.82941818237305,v3_eval_A5
yolo26n_seg,busi_5f2389aed3,busi,breast,0.8817285895347595,1,2,0.9371474617244158,0.8817285822592873,6.60142603922608,2.915617989814759,0.3888888888888889,0.0150777081883553,3.208670854568481,,,,v3_eval_A5
refiner,busi_5f2389aed3,busi,breast,0.8855799436569214,1,1,0.9393183707398172,0.8855799373040752,6.324555320336759,2.8638895585427395,0.4732826300294406,0.0466249130132219,3.032398462295532,,,6.997322082519531,v3_eval_A5
rough_otsu,busi_5f2389aed3,busi,breast,0.7268732190132141,1,1,0.8418373838910803,0.7268732146780927,16.278820596099706,6.501713590605441,0.2872152504324146,0.1769890976571561,7.003624439239502,,,7.003624439239502,v3_eval_A5
refiner_gtbox,busi_5f2389aed3,busi,breast,0.8943135142326355,1,1,0.944208539749941,0.8943134845268685,5.830951894845301,2.6480009174119954,0.4900497512437811,0.0334029227557411,2.7708334922790527,,,6.305836200714111,v3_eval_A5
