name,n,dice,dice_std,iou,hd95,assd,bf1,area_err,fail,dice_zeroshot,det_f1,dice_x_f1,end2end_ms_mean,end2end_ms_median,end2end_ms_std,fps
B: YOLO26n-seg,202,0.7735371935087839,0.3108751868098581,0.7040180091268325,15.931555926165789,5.095914631155451,0.385002519836198,0.1453964214481503,0.1336633663366336,0.7735371935087839,0.8009153318077803,0.6195377980047468,10.322433599988775,9.916405000694796,2.08278959736512,96.8763800041385
YOLO26n+EfficientSAM(ViT-T),202,0.7682389542098851,0.3080359356579797,0.6947159234489217,16.82643084606308,5.370636989641348,0.3648170104797335,0.1513150992919463,0.1336633663366336,0.0,0.8293838862559242,0.6371650094157815,99.70548936532091,101.74927050684346,19.37599904710903,10.029538056184649
YOLO26n + EdgeSAM,202,0.7647847760348544,0.3077271480157202,0.6899133189734452,15.462254985043645,5.541253832114277,0.3444898538172761,0.1571305588152065,0.1336633663366336,0.6180498186185825,0.8293838862559242,0.6343001696971541,35.75947534078626,35.35551649838453,9.030621990116323,27.964616104404303
A: YOLO26n + Otsu/box + contour-refiner,202,0.7632490393233,0.3005900775497184,0.6841516265398934,16.298673550797496,6.122953275070666,0.3131577134531448,0.1561847865998921,0.1287128712871287,0.7632490393233,0.8341232227488152,0.6366437484402883,15.953543749977449,14.971926000725944,6.347213802632387,62.68199816115549
